"Kingdom" "Phylum" "Class_Gigaclass" "Order" "Family" "Genus" "Species_Name" "COI" "12S" "16S" "cytb"
"Animalia" "Chordata" "Actinopteri" "Gobiiformes" "Gobiidae" "Coryogalops" "Coryogalops ocheticus" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Carangiformes" "Coryphaenidae" "Coryphaena" "Coryphaena equiselis" 17 4 4 7
"Animalia" "Chordata" "Actinopteri" "Carangiformes" "Coryphaenidae" "Coryphaena" "Coryphaena hippurus" 362 17 345 45
"Animalia" "Chordata" "Actinopteri" "Gadiformes" "Macrouridae" "Coryphaenoides" "Coryphaenoides armatus" 9 1 3 0
"Animalia" "Chordata" "Actinopteri" "Gadiformes" "Macrouridae" "Coryphaenoides" "Coryphaenoides brevibarbis" 6 2 3 0
"Animalia" "Chordata" "Actinopteri" "Gadiformes" "Macrouridae" "Coryphaenoides" "Coryphaenoides carapinus" 6 0 2 0
"Animalia" "Chordata" "Actinopteri" "Gadiformes" "Macrouridae" "Coryphaenoides" "Coryphaenoides guentheri" 6 3 3 0
"Animalia" "Chordata" "Actinopteri" "Gadiformes" "Macrouridae" "Coryphaenoides" "Coryphaenoides leptolepis" 5 1 3 0
"Animalia" "Chordata" "Actinopteri" "Gadiformes" "Macrouridae" "Coryphaenoides" "Coryphaenoides marshalli" 0 1 2 0
"Animalia" "Chordata" "Actinopteri" "Gadiformes" "Macrouridae" "Coryphaenoides" "Coryphaenoides mediterraneus" 200 1 3 0
"Animalia" "Chordata" "Actinopteri" "Gadiformes" "Macrouridae" "Coryphaenoides" "Coryphaenoides paramarshalli" 0 1 2 0
"Animalia" "Chordata" "Actinopteri" "Gadiformes" "Macrouridae" "Coryphaenoides" "Coryphaenoides profundicolus" 2 0 2 0
"Animalia" "Chordata" "Actinopteri" "Gadiformes" "Macrouridae" "Coryphaenoides" "Coryphaenoides rudis" 3 0 2 0
"Animalia" "Chordata" "Actinopteri" "Gadiformes" "Macrouridae" "Coryphaenoides" "Coryphaenoides rupestris" 10 5 9 1
"Animalia" "Chordata" "Actinopteri" "Gadiformes" "Macrouridae" "Coryphaenoides" "Coryphaenoides thelestomus" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Gadiformes" "Macrouridae" "Coryphaenoides" "Coryphaenoides zaniophorus" 0 2 4 0
"Animalia" "Chordata" "Actinopteri" "Blenniiformes" "Blenniidae" "Coryphoblennius" "Coryphoblennius galerita" 7 64 69 1
"Animalia" "Chordata" "Actinopteri" "Syngnathiformes" "Syngnathidae" "Cosmocampus" "Cosmocampus retropinnis" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Psychrolutidae" "Cottunculus" "Cottunculus microps" 8 1 1 1
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Psychrolutidae" "Cottunculus" "Cottunculus sadko" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Psychrolutidae" "Cottunculus" "Cottunculus thomsonii" 2 4 3 1
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Cottidae" "Cottus" "Cottus gobio" 59 2 6 5
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Cottidae" "Cottus" "Cottus poecilopus" 18 7 6 38
"Animalia" "Chordata" "Actinopteri" "Eupercaria" "Sparidae" "Crenidens" "Crenidens crenidens" 25 0 1 3
"Animalia" "Chordata" "Actinopteri" "Lophiiformes" "Ceratiidae" "Cryptopsaras" "Cryptopsaras couesii" 30 5 5 9
"Animalia" "Chordata" "Actinopteri" "Gobiiformes" "Gobiidae" "Crystallogobius" "Crystallogobius linearis" 12 3 4 1
"Animalia" "Chordata" "Actinopteri" "Gobiiformes" "Gobiidae" "Ctenogobius" "Ctenogobius lepturus" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Eupercaria" "Labridae" "Ctenolabrus" "Ctenolabrus rupestris" 6 7 5 4
"Animalia" "Chordata" "Actinopteri" "Scombriformes" "Nomeidae" "Cubiceps" "Cubiceps capensis" 3 0 4 0
"Animalia" "Chordata" "Actinopteri" "Scombriformes" "Nomeidae" "Cubiceps" "Cubiceps gracilis" 5 0 0 0
"Animalia" "Chordata" "Actinopteri" "Tetraodontiformes" "Diodontidae" "Cyclichthys" "Cyclichthys spilostylus" 4 1 0 0
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Cyclopteridae" "Cyclopteropsis" "Cyclopteropsis mcalpini" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Cyclopteridae" "Cyclopterus" "Cyclopterus lumpus" 66 6 8 8
"Animalia" "Chordata" "Actinopteri" "Stomiiformes" "Gonostomatidae" "Cyclothone" "Cyclothone acclinidens" 12 3 3 0
"Animalia" "Chordata" "Actinopteri" "Stomiiformes" "Gonostomatidae" "Cyclothone" "Cyclothone alba" 14 6 9 0
"Animalia" "Chordata" "Actinopteri" "Stomiiformes" "Gonostomatidae" "Cyclothone" "Cyclothone braueri" 12 32 4 0
"Animalia" "Chordata" "Actinopteri" "Stomiiformes" "Gonostomatidae" "Cyclothone" "Cyclothone livida" 1 1 1 0
"Animalia" "Chordata" "Actinopteri" "Stomiiformes" "Gonostomatidae" "Cyclothone" "Cyclothone microdon" 17 3 1 0
"Animalia" "Chordata" "Actinopteri" "Stomiiformes" "Gonostomatidae" "Cyclothone" "Cyclothone obscura" 13 3 1 0
"Animalia" "Chordata" "Actinopteri" "Stomiiformes" "Gonostomatidae" "Cyclothone" "Cyclothone pallida" 18 7 2 0
"Animalia" "Chordata" "Actinopteri" "Stomiiformes" "Gonostomatidae" "Cyclothone" "Cyclothone parapallida" 1 2 1 0
"Animalia" "Chordata" "Actinopteri" "Stomiiformes" "Gonostomatidae" "Cyclothone" "Cyclothone pseudopallida" 13 6 3 0
"Animalia" "Chordata" "Actinopteri" "Stomiiformes" "Gonostomatidae" "Cyclothone" "Cyclothone pygmaea" 0 4 1 0
"Animalia" "Chordata" "Actinopteri" "Saccopharyngiformes" "Cyematidae" "Cyema" "Cyema atrum" 3 4 2 2
"Animalia" "Chordata" "Actinopteri" "Pleuronectiformes" "Cynoglossidae" "Cynoglossus" "Cynoglossus browni" 3 0 0 1
"Animalia" "Chordata" "Actinopteri" "Pleuronectiformes" "Cynoglossidae" "Cynoglossus" "Cynoglossus cadenati" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Pleuronectiformes" "Cynoglossidae" "Cynoglossus" "Cynoglossus canariensis" 3 0 0 3
"Animalia" "Chordata" "Actinopteri" "Pleuronectiformes" "Cynoglossidae" "Cynoglossus" "Cynoglossus monodi" 2 0 0 0
"Animalia" "Chordata" "Actinopteri" "Pleuronectiformes" "Cynoglossidae" "Cynoglossus" "Cynoglossus senegalensis" 11 2 2 14
"Animalia" "Chordata" "Actinopteri" "Pleuronectiformes" "Cynoglossidae" "Cynoglossus" "Cynoglossus sinusarabici" 22 0 0 0
"Animalia" "Chordata" "Actinopteri" "Anguilliformes" "Muraenesocidae" "Cynoponticus" "Cynoponticus ferox" 2 3 3 2
"Animalia" "Chordata" "Actinopteri" "Cypriniformes" "Cyprinidae" "Cyprinus" "Cyprinus carpio" 652 76 129 203
"Animalia" "Chordata" "Actinopteri" "Zeiformes" "Parazenidae" "Cyttopsis" "Cyttopsis rosea" 19 5 3 0
"Animalia" "Chordata" "Actinopteri" "Dactylopteriformes" "Dactylopteridae" "Dactylopterus" "Dactylopterus volitans" 21 4 5 3
"Animalia" "Chordata" "Actinopteri" "Pleuronectiformes" "Soleidae" "Dagetichthys" "Dagetichthys lusitanicus" 4 2 1 12
"Animalia" "Chordata" "Elasmobranchii" "Squaliformes" "Dalatiidae" "Dalatias" "Dalatias licha" 26 4 1 0
"Animalia" "Chordata" "Actinopteri" "Anguilliformes" "Ophichthidae" "Dalophis" "Dalophis boulengeri" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Anguilliformes" "Ophichthidae" "Dalophis" "Dalophis cephalopeltis" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Anguilliformes" "Ophichthidae" "Dalophis" "Dalophis imberbis" 3 0 0 0
"Animalia" "Chordata" "Actinopteri" "Anguilliformes" "Ophichthidae" "Dalophis" "Dalophis multidentatus" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Anguilliformes" "Ophichthidae" "Dalophis" "Dalophis obtusirostris" 0 0 0 0
"Animalia" "Chordata" "Elasmobranchii" "Myliobatiformes" "Dasyatidae" "Dasyatis" "Dasyatis chrysonota" 5 0 1 0
"Animalia" "Chordata" "Elasmobranchii" "Myliobatiformes" "Dasyatidae" "Dasyatis" "Dasyatis marmorata" 6 0 0 0
"Animalia" "Chordata" "Elasmobranchii" "Myliobatiformes" "Dasyatidae" "Dasyatis" "Dasyatis pastinaca" 39 1 4 1
"Animalia" "Chordata" "Elasmobranchii" "Myliobatiformes" "Dasyatidae" "Dasyatis" "Dasyatis tortonesei" 22 2 2 2
"Animalia" "Chordata" "Elasmobranchii" "Squaliformes" "Centrophoridae" "Deania" "Deania calcea" 76 2 2 0
"Animalia" "Chordata" "Elasmobranchii" "Squaliformes" "Centrophoridae" "Deania" "Deania hystricosa" 2 2 0 0
"Animalia" "Chordata" "Elasmobranchii" "Squaliformes" "Centrophoridae" "Deania" "Deania profundorum" 34 0 8 0
"Animalia" "Chordata" "Actinopteri" "Carangiformes" "Carangidae" "Decapterus" "Decapterus macarellus" 73 7 5 8
"Animalia" "Chordata" "Actinopteri" "Carangiformes" "Carangidae" "Decapterus" "Decapterus punctatus" 8 0 1 5
"Animalia" "Chordata" "Actinopteri" "Carangiformes" "Carangidae" "Decapterus" "Decapterus russelli" 94 1 1 31
"Animalia" "Chordata" "Actinopteri" "Gobiiformes" "Gobiidae" "Deltentosteus" "Deltentosteus collonianus" 0 1 2 1
"Animalia" "Chordata" "Actinopteri" "Gobiiformes" "Gobiidae" "Deltentosteus" "Deltentosteus quadrimaculatus" 3 0 0 0
"Animalia" "Chordata" "Actinopteri" "Eupercaria" "Sparidae" "Dentex" "Dentex angolensis" 9 2 2 3
"Animalia" "Chordata" "Actinopteri" "Eupercaria" "Sparidae" "Dentex" "Dentex canariensis" 1 0 1 1
"Animalia" "Chordata" "Actinopteri" "Eupercaria" "Sparidae" "Dentex" "Dentex congoensis" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Eupercaria" "Sparidae" "Dentex" "Dentex dentex" 118 3 5 11
"Animalia" "Chordata" "Actinopteri" "Eupercaria" "Sparidae" "Dentex" "Dentex gibbosus" 23 2 4 6
"Animalia" "Chordata" "Actinopteri" "Eupercaria" "Sparidae" "Dentex" "Dentex macrophthalmus" 28 0 1 3
"Animalia" "Chordata" "Actinopteri" "Eupercaria" "Sparidae" "Dentex" "Dentex maroccanus" 3 0 2 1
"Animalia" "Chordata" "Actinopteri" "Anguilliformes" "Derichthyidae" "Derichthys" "Derichthys serpentinus" 12 4 4 2
"Animalia" "Chordata" "Actinopteri" "Lampriformes" "Trachipteridae" "Desmodema" "Desmodema polystictum" 5 1 0 0
"Animalia" "Chordata" "Actinopteri" "Myctophiformes" "Myctophidae" "Diaphus" "Diaphus adenomus" 1 0 0 0
"Animalia" "Chordata" "Actinopteri" "Myctophiformes" "Myctophidae" "Diaphus" "Diaphus bertelseni" 2 1 0 0
"Animalia" "Chordata" "Actinopteri" "Myctophiformes" "Myctophidae" "Diaphus" "Diaphus brachycephalus" 16 4 0 3
"Animalia" "Chordata" "Actinopteri" "Myctophiformes" "Myctophidae" "Diaphus" "Diaphus dumerilii" 59 2 1 0
"Animalia" "Chordata" "Actinopteri" "Myctophiformes" "Myctophidae" "Diaphus" "Diaphus effulgens" 7 2 0 0
"Animalia" "Chordata" "Actinopteri" "Myctophiformes" "Myctophidae" "Diaphus" "Diaphus fragilis" 8 1 2 0
"Animalia" "Chordata" "Actinopteri" "Myctophiformes" "Myctophidae" "Diaphus" "Diaphus garmani" 9 1 11 0
"Animalia" "Chordata" "Actinopteri" "Myctophiformes" "Myctophidae" "Diaphus" "Diaphus holti" 6 1 0 0
"Animalia" "Chordata" "Actinopteri" "Myctophiformes" "Myctophidae" "Diaphus" "Diaphus lucidus" 15 1 3 0
"Animalia" "Chordata" "Actinopteri" "Myctophiformes" "Myctophidae" "Diaphus" "Diaphus luetkeni" 3 4 3 2
"Animalia" "Chordata" "Actinopteri" "Myctophiformes" "Myctophidae" "Diaphus" "Diaphus metopoclampus" 13 1 0 0
"Animalia" "Chordata" "Actinopteri" "Myctophiformes" "Myctophidae" "Diaphus" "Diaphus mollis" 21 5 1 4
"Animalia" "Chordata" "Actinopteri" "Myctophiformes" "Myctophidae" "Diaphus" "Diaphus perspicillatus" 6 1 1 1
"Animalia" "Chordata" "Actinopteri" "Myctophiformes" "Myctophidae" "Diaphus" "Diaphus rafinesquii" 11 1 0 0
"Animalia" "Chordata" "Actinopteri" "Myctophiformes" "Myctophidae" "Diaphus" "Diaphus splendidus" 20 4 2 2
"Animalia" "Chordata" "Actinopteri" "Myctophiformes" "Myctophidae" "Diaphus" "Diaphus subtilis" 12 1 0 0
"Animalia" "Chordata" "Actinopteri" "Myctophiformes" "Myctophidae" "Diaphus" "Diaphus taaningi" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Myctophiformes" "Myctophidae" "Diaphus" "Diaphus termophilus" 5 2 0 0
"Animalia" "Chordata" "Actinopteri" "Lophiiformes" "Ogcocephalidae" "Dibranchus" "Dibranchus atlanticus" 5 1 1 0
"Animalia" "Chordata" "Actinopteri" "Eupercaria" "Moronidae" "Dicentrarchus" "Dicentrarchus labrax" 87 10 15 37
"Animalia" "Chordata" "Actinopteri" "Eupercaria" "Moronidae" "Dicentrarchus" "Dicentrarchus punctatus" 17 2 3 6
"Animalia" "Chordata" "Actinopteri" "Pleuronectiformes" "Soleidae" "Dicologlossa" "Dicologlossa cuneata" 4 2 3 11
"Animalia" "Chordata" "Actinopteri" "Pleuronectiformes" "Soleidae" "Dicologlossa" "Dicologlossa hexophthalma" 3 1 1 5
"Animalia" "Chordata" "Actinopteri" "Gobiiformes" "Gobiidae" "Didogobius" "Didogobius bentuvii" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Gobiiformes" "Gobiidae" "Didogobius" "Didogobius kochi" 0 1 1 1
"Animalia" "Chordata" "Actinopteri" "Gobiiformes" "Gobiidae" "Didogobius" "Didogobius schlieweni" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Gobiiformes" "Gobiidae" "Didogobius" "Didogobius splechtnai" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Tetraodontiformes" "Diodontidae" "Diodon" "Diodon hystrix" 26 7 6 5
"Animalia" "Chordata" "Actinopteri" "Myctophiformes" "Myctophidae" "Diogenichthys" "Diogenichthys atlanticus" 15 3 2 6
"Animalia" "Chordata" "Actinopteri" "Gobiesociformes" "Gobiesocidae" "Diplecogaster" "Diplecogaster bimaculata" 4 4 1 0
"Animalia" "Chordata" "Actinopteri" "Gobiesociformes" "Gobiesocidae" "Diplecogaster" "Diplecogaster ctenocrypta" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Gobiesociformes" "Gobiesocidae" "Diplecogaster" "Diplecogaster euxinica" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Gobiesociformes" "Gobiesocidae" "Diplecogaster" "Diplecogaster pectoralis" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Eupercaria" "Sparidae" "Diplodus" "Diplodus annularis" 48 1 3 9
"Animalia" "Chordata" "Actinopteri" "Eupercaria" "Sparidae" "Diplodus" "Diplodus bellottii" 2 0 2 0
"Animalia" "Chordata" "Actinopteri" "Eupercaria" "Sparidae" "Diplodus" "Diplodus cadenati" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Eupercaria" "Sparidae" "Diplodus" "Diplodus cervinus" 30 0 2 10
"Animalia" "Chordata" "Actinopteri" "Eupercaria" "Sparidae" "Diplodus" "Diplodus fasciatus" 0 0 1 0
"Animalia" "Chordata" "Actinopteri" "Eupercaria" "Sparidae" "Diplodus" "Diplodus lineatus" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Eupercaria" "Sparidae" "Diplodus" "Diplodus prayensis" 0 0 1 0
"Animalia" "Chordata" "Actinopteri" "Eupercaria" "Sparidae" "Diplodus" "Diplodus puntazzo" 29 1 3 8
"Animalia" "Chordata" "Actinopteri" "Eupercaria" "Sparidae" "Diplodus" "Diplodus sargus" 144 5 4 66
"Animalia" "Chordata" "Actinopteri" "Eupercaria" "Sparidae" "Diplodus" "Diplodus vulgaris" 240 2 16 21
"Animalia" "Chordata" "Actinopteri" "Stomiiformes" "Gonostomatidae" "Diplophos" "Diplophos taenia" 9 6 3 1
"Animalia" "Chordata" "Actinopteri" "Scombriformes" "Gempylidae" "Diplospinus" "Diplospinus multistriatus" 32 3 2 1
"Animalia" "Chordata" "Elasmobranchii" "Rajiformes" "Rajidae" "Dipturus" "Dipturus batis" 6 8 11 5
"Animalia" "Chordata" "Elasmobranchii" "Rajiformes" "Rajidae" "Dipturus" "Dipturus doutrei" 0 0 0 0
"Animalia" "Chordata" "Elasmobranchii" "Rajiformes" "Rajidae" "Dipturus" "Dipturus nidarosiensis" 41 3 4 11
"Animalia" "Chordata" "Elasmobranchii" "Rajiformes" "Rajidae" "Dipturus" "Dipturus oxyrinchus" 49 5 10 7
"Animalia" "Chordata" "Actinopteri" "Trachichthyiformes" "Diretmidae" "Diretmichthys" "Diretmichthys parini" 3 0 0 0
"Animalia" "Chordata" "Actinopteri" "Trachichthyiformes" "Diretmidae" "Diretmus" "Diretmus argenteus" 15 4 4 2
"Animalia" "Chordata" "Actinopteri" "Beryciformes" "Cetomimidae" "Ditropichthys" "Ditropichthys storeri" 10 1 0 0
"Animalia" "Chordata" "Actinopteri" "Argentiniformes" "Bathylagidae" "Dolicholagus" "Dolicholagus longirostris" 15 0 0 0
"Animalia" "Chordata" "Actinopteri" "Argentiniformes" "Opisthoproctidae" "Dolichopteryx" "Dolichopteryx longipes" 5 0 0 0
"Animalia" "Chordata" "Actinopteri" "Lophiiformes" "Oneirodidae" "Dolopichthys" "Dolopichthys danae" 0 1 0 0
"Animalia" "Chordata" "Actinopteri" "Lophiiformes" "Oneirodidae" "Dolopichthys" "Dolopichthys jubatus" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Gobiiformes" "Eleotridae" "Dormitator" "Dormitator lebretonis" 0 0 0 1
"Animalia" "Chordata" "Actinopteri" "Acanthuriformes" "Drepaneidae" "Drepane" "Drepane africana" 1 3 20 0
"Animalia" "Chordata" "Actinopteri" "Clupeiformes" "Dussumieriidae" "Dussumieria" "Dussumieria acuta" 35 3 1 18
"Animalia" "Chordata" "Actinopteri" "Clupeiformes" "Dussumieriidae" "Dussumieria" "Dussumieria elopsoides" 76 3 6 29
"Animalia" "Chordata" "Actinopteri" "Scombriformes" "Chiasmodontidae" "Dysalotus" "Dysalotus alcocki" 7 2 2 2
"Animalia" "Chordata" "Actinopteri" "Anguilliformes" "Synaphobranchidae" "Dysomma" "Dysomma brevirostre" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Psychrolutidae" "Ebinania" "Ebinania costaecanariae" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Anguilliformes" "Ophichthidae" "Echelus" "Echelus myrus" 3 1 1 0
"Animalia" "Chordata" "Actinopteri" "Anguilliformes" "Ophichthidae" "Echelus" "Echelus pachyrhynchus" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Carangiformes" "Echeneidae" "Echeneis" "Echeneis naucrates" 38 16 11 12
"Animalia" "Chordata" "Actinopteri" "Anguilliformes" "Muraenidae" "Echidna" "Echidna peli" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Trachinidae" "Echiichthys" "Echiichthys vipera" 20 7 3 4
"Animalia" "Chordata" "Elasmobranchii" "Echinorhiniformes" "Echinorhinidae" "Echinorhinus" "Echinorhinus brucus" 4 0 7 0
"Animalia" "Chordata" "Actinopteri" "Ophidiiformes" "Carapidae" "Echiodon" "Echiodon dentatus" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Ophidiiformes" "Carapidae" "Echiodon" "Echiodon drummondii" 0 1 1 1
"Animalia" "Chordata" "Actinopteri" "Stomiiformes" "Stomiidae" "Echiostoma" "Echiostoma barbatum" 13 0 0 0
"Animalia" "Chordata" "Actinopteri" "Alepocephaliformes" "Alepocephalidae" "Einara" "Einara edentula" 1 0 0 0
"Animalia" "Chordata" "Actinopteri" "Alepocephaliformes" "Alepocephalidae" "Einara" "Einara macrolepis" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Carangiformes" "Carangidae" "Elagatis" "Elagatis bipinnulata" 44 6 5 8
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Platycephalidae" "Elates" "Elates ransonnettii" 9 2 6 0
"Animalia" "Chordata" "Actinopteri" "Myctophiformes" "Myctophidae" "Electrona" "Electrona risso" 22 2 0 0
"Animalia" "Chordata" "Actinopteri" "Gobiiformes" "Eleotridae" "Eleotris" "Eleotris senegalensis" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Gobiiformes" "Eleotridae" "Eleotris" "Eleotris vittata" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Elopiformes" "Elopidae" "Elops" "Elops lacerta" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Elopiformes" "Elopidae" "Elops" "Elops senegalensis" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Anguilliformes" "Muraenidae" "Enchelycore" "Enchelycore anatina" 0 3 1 4
"Animalia" "Chordata" "Actinopteri" "Anguilliformes" "Muraenidae" "Enchelycore" "Enchelycore nigricans" 5 1 1 0
"Animalia" "Chordata" "Actinopteri" "Gadiformes" "Lotidae" "Enchelyopus" "Enchelyopus cimbrius" 41 5 4 12
"Animalia" "Chordata" "Actinopteri" "Clupeiformes" "Engraulidae" "Encrasicholina" "Encrasicholina gloria" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Clupeiformes" "Engraulidae" "Engraulis" "Engraulis albidus" 0 0 0 1
"Animalia" "Chordata" "Actinopteri" "Clupeiformes" "Engraulidae" "Engraulis" "Engraulis encrasicolus" 237 22 80 1152
"Animalia" "Chordata" "Actinopteri" "Syngnathiformes" "Syngnathidae" "Entelurus" "Entelurus aequoreus" 10 4 5 180
"Animalia" "Chordata" "Actinopteri" "Blenniiformes" "Blenniidae" "Entomacrodus" "Entomacrodus cadenati" 0 1 0 0
"Animalia" "Chordata" "Actinopteri" "Tetraodontiformes" "Tetraodontidae" "Ephippion" "Ephippion guttifer" 4 0 2 1
"Animalia" "Chordata" "Actinopteri" "Acanthuriformes" "Ephippidae" "Ephippus" "Ephippus goreensis" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Acropomatiformes" "Epigonidae" "Epigonus" "Epigonus constanciae" 0 1 2 0
"Animalia" "Chordata" "Actinopteri" "Acropomatiformes" "Epigonidae" "Epigonus" "Epigonus denticulatus" 9 4 3 3
"Animalia" "Chordata" "Actinopteri" "Acropomatiformes" "Epigonidae" "Epigonus" "Epigonus pandionis" 4 0 0 0
"Animalia" "Chordata" "Actinopteri" "Acropomatiformes" "Epigonidae" "Epigonus" "Epigonus telescopus" 11 3 8 1
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Serranidae" "Epinephelus" "Epinephelus aeneus" 29 4 6 13
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Serranidae" "Epinephelus" "Epinephelus caninus" 1 2 2 4
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Serranidae" "Epinephelus" "Epinephelus coioides" 179 39 24 89
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Serranidae" "Epinephelus" "Epinephelus costae" 11 4 6 22
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Serranidae" "Epinephelus" "Epinephelus goreensis" 2 1 1 0
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Serranidae" "Epinephelus" "Epinephelus itajara" 12 3 14 10
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Serranidae" "Epinephelus" "Epinephelus malabaricus" 50 5 9 5
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Serranidae" "Epinephelus" "Epinephelus marginatus" 56 113 16 134
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Serranidae" "Epinephelus" "Epinephelus tauvina" 33 7 6 7
"Animalia" "Chordata" "Actinopteri" "Acanthuriformes" "Leiognathidae" "Equulites" "Equulites klunzingeri" 23 1 0 0
"Animalia" "Chordata" "Actinopteri" "Gadiformes" "Moridae" "Eretmophorus" "Eretmophorus kleinenbergi" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Eupercaria" "Emmelichthyidae" "Erythrocles" "Erythrocles monodi" 1 1 2 1
"Animalia" "Chordata" "Actinopteri" "Esociformes" "Esocidae" "Esox" "Esox lucius" 178 20 32 316
"Animalia" "Chordata" "Actinopteri" "Clupeiformes" "Clupeidae" "Ethmalosa" "Ethmalosa fimbriata" 3 2 3 51
"Animalia" "Chordata" "Elasmobranchii" "Squaliformes" "Etmopteridae" "Etmopterus" "Etmopterus polli" 1 1 1 0
"Animalia" "Chordata" "Elasmobranchii" "Squaliformes" "Etmopteridae" "Etmopterus" "Etmopterus princeps" 8 1 1 0
"Animalia" "Chordata" "Elasmobranchii" "Squaliformes" "Etmopteridae" "Etmopterus" "Etmopterus pusillus" 41 7 12 2
"Animalia" "Chordata" "Elasmobranchii" "Squaliformes" "Etmopteridae" "Etmopterus" "Etmopterus spinax" 22 4 6 1
"Animalia" "Chordata" "Actinopteri" "Clupeiformes" "Dussumieriidae" "Etrumeus" "Etrumeus golanii" 6 0 0 8
"Animalia" "Chordata" "Actinopteri" "Clupeiformes" "Dussumieriidae" "Etrumeus" "Etrumeus sadina" 33 6 14 9
"Animalia" "Chordata" "Actinopteri" "Eupercaria" "Gerreidae" "Eucinostomus" "Eucinostomus melanopterus" 16 3 4 0
"Animalia" "Chordata" "Actinopteri" "Beloniformes" "Hemiramphidae" "Euleptorhamphus" "Euleptorhamphus velox" 0 0 0 1
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Cyclopteridae" "Eumicrotremus" "Eumicrotremus derjugini" 11 0 1 2
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Cyclopteridae" "Eumicrotremus" "Eumicrotremus spinosus" 21 3 1 9
"Animalia" "Chordata" "Actinopteri" "Saccopharyngiformes" "Eurypharyngidae" "Eurypharynx" "Eurypharynx pelecanoides" 12 5 3 6
"Animalia" "Chordata" "Actinopteri" "Stomiiformes" "Stomiidae" "Eustomias" "Eustomias achirus" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Stomiiformes" "Stomiidae" "Eustomias" "Eustomias bimargaritatus" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Stomiiformes" "Stomiidae" "Eustomias" "Eustomias dendriticus" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Stomiiformes" "Stomiidae" "Eustomias" "Eustomias enbarbatus" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Stomiiformes" "Stomiidae" "Eustomias" "Eustomias filifer" 1 0 0 0
"Animalia" "Chordata" "Actinopteri" "Stomiiformes" "Stomiidae" "Eustomias" "Eustomias fissibarbis" 1 0 0 0
"Animalia" "Chordata" "Actinopteri" "Stomiiformes" "Stomiidae" "Eustomias" "Eustomias lipochirus" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Stomiiformes" "Stomiidae" "Eustomias" "Eustomias longibarba" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Stomiiformes" "Stomiidae" "Eustomias" "Eustomias macronema" 0 0 0 0
