"Kingdom" "Phylum" "Class_Gigaclass" "Order" "Family" "Genus" "Species_Name" "COI" "12S" "16S" "cytb"
"Animalia" "Chordata" "Actinopteri" "Gobiiformes" "Gobiidae" "Lebetus" "Lebetus guilleti" 1 1 1 0
"Animalia" "Chordata" "Actinopteri" "Gobiiformes" "Gobiidae" "Lebetus" "Lebetus scorpioides" 1 0 0 0
"Animalia" "Chordata" "Actinopteri" "Gobiesociformes" "Gobiesocidae" "Lepadogaster" "Lepadogaster candolii" 2 7 4 0
"Animalia" "Chordata" "Actinopteri" "Gobiesociformes" "Gobiesocidae" "Lepadogaster" "Lepadogaster lepadogaster" 13 16 2 0
"Animalia" "Chordata" "Actinopteri" "Gobiesociformes" "Gobiesocidae" "Lepadogaster" "Lepadogaster purpurea" 5 13 1 0
"Animalia" "Chordata" "Actinopteri" "Gadiformes" "Moridae" "Lepidion" "Lepidion eques" 29 1 13 0
"Animalia" "Chordata" "Actinopteri" "Gadiformes" "Moridae" "Lepidion" "Lepidion guentheri" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Gadiformes" "Moridae" "Lepidion" "Lepidion lepidion" 40 2 51 1
"Animalia" "Chordata" "Actinopteri" "Scombriformes" "Gempylidae" "Lepidocybium" "Lepidocybium flavobrunneum" 37 10 15 8
"Animalia" "Chordata" "Actinopteri" "Myctophiformes" "Myctophidae" "Lepidophanes" "Lepidophanes gaussi" 7 1 0 4
"Animalia" "Chordata" "Actinopteri" "Myctophiformes" "Myctophidae" "Lepidophanes" "Lepidophanes guentheri" 64 1 2 5
"Animalia" "Chordata" "Actinopteri" "Scombriformes" "Trichiuridae" "Lepidopus" "Lepidopus caudatus" 38 5 6 1
"Animalia" "Chordata" "Actinopteri" "Pleuronectiformes" "Scophthalmidae" "Lepidorhombus" "Lepidorhombus boscii" 33 1 17 15
"Animalia" "Chordata" "Actinopteri" "Pleuronectiformes" "Scophthalmidae" "Lepidorhombus" "Lepidorhombus whiffiagonis" 28 5 10 12
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Triglidae" "Lepidotrigla" "Lepidotrigla cadmani" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Triglidae" "Lepidotrigla" "Lepidotrigla carolae" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Triglidae" "Lepidotrigla" "Lepidotrigla cavillone" 12 0 1 2
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Triglidae" "Lepidotrigla" "Lepidotrigla dieuzeidei" 17 0 0 0
"Animalia" "Chordata" "Actinopteri" "Centrarchiformes" "Centrarchidae" "Lepomis" "Lepomis gibbosus" 79 10 68 13
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Agonidae" "Leptagonus" "Leptagonus decagonus" 19 3 1 1
"Animalia" "Chordata" "Elasmobranchii" "Carcharhiniformes" "Leptochariidae" "Leptocharias" "Leptocharias smithii" 0 0 0 1
"Animalia" "Chordata" "Actinopteri" "Osmeriformes" "Leptochilichthyidae" "Leptochilichthys" "Leptochilichthys agassizii" 1 2 1 1
"Animalia" "Chordata" "Actinopteri" "Osmeriformes" "Leptochilichthyidae" "Leptochilichthys" "Leptochilichthys pinguis" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Stichaeidae" "Leptoclinus" "Leptoclinus maculatus" 40 8 5 12
"Animalia" "Chordata" "Actinopteri" "Alepocephaliformes" "Alepocephalidae" "Leptoderma" "Leptoderma macrops" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Stomiiformes" "Stomiidae" "Leptostomias" "Leptostomias gladiator" 4 0 0 0
"Animalia" "Chordata" "Actinopteri" "Stomiiformes" "Stomiidae" "Leptostomias" "Leptostomias gracilis" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Stomiiformes" "Stomiidae" "Leptostomias" "Leptostomias haplocaulus" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Stomiiformes" "Stomiidae" "Leptostomias" "Leptostomias longibarba" 1 0 0 0
"Animalia" "Chordata" "Actinopteri" "Aulopiformes" "Paralepididae" "Lestidiops" "Lestidiops affinis" 9 0 0 0
"Animalia" "Chordata" "Actinopteri" "Aulopiformes" "Paralepididae" "Lestidiops" "Lestidiops cadenati" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Aulopiformes" "Paralepididae" "Lestidiops" "Lestidiops jayakari" 4 1 0 0
"Animalia" "Chordata" "Actinopteri" "Aulopiformes" "Paralepididae" "Lestidiops" "Lestidiops pseudosphyraenoides" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Aulopiformes" "Paralepididae" "Lestidiops" "Lestidiops sphyrenoides" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Aulopiformes" "Paralepididae" "Lestidium" "Lestidium atlanticum" 3 2 1 1
"Animalia" "Chordata" "Actinopteri" "Aulopiformes" "Paralepididae" "Lestrolepis" "Lestrolepis intermedia" 5 1 0 0
"Animalia" "Chordata" "Actinopteri" "Gobiiformes" "Gobiidae" "Lesueurigobius" "Lesueurigobius friesii" 5 3 5 2
"Animalia" "Chordata" "Actinopteri" "Gobiiformes" "Gobiidae" "Lesueurigobius" "Lesueurigobius heterofasciatus" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Gobiiformes" "Gobiidae" "Lesueurigobius" "Lesueurigobius sanzi" 0 1 1 1
"Animalia" "Chordata" "Actinopteri" "Gobiiformes" "Gobiidae" "Lesueurigobius" "Lesueurigobius suerii" 0 1 1 0
"Animalia" "Chordata" "Petromyzonti" "Petromyzontiformes" "Petromyzontidae" "Lethenteron" "Lethenteron camtschaticum" 55 6 5 32
"Animalia" "Chordata" "Actinopteri" "Eupercaria" "Lethrinidae" "Lethrinus" "Lethrinus atlanticus" 0 0 0 1
"Animalia" "Chordata" "Actinopteri" "Cypriniformes" "Cyprinidae" "Leucaspius" "Leucaspius delineatus" 33 1 6 7
"Animalia" "Chordata" "Actinopteri" "Cypriniformes" "Cyprinidae" "Leuciscus" "Leuciscus aspius" 41 6 7 6
"Animalia" "Chordata" "Actinopteri" "Cypriniformes" "Cyprinidae" "Leuciscus" "Leuciscus idus" 44 1 6 8
"Animalia" "Chordata" "Actinopteri" "Cypriniformes" "Cyprinidae" "Leuciscus" "Leuciscus leuciscus" 130 3 43 143
"Animalia" "Chordata" "Elasmobranchii" "Rajiformes" "Rajidae" "Leucoraja" "Leucoraja circularis" 0 0 0 0
"Animalia" "Chordata" "Elasmobranchii" "Rajiformes" "Rajidae" "Leucoraja" "Leucoraja fullonica" 6 2 5 2
"Animalia" "Chordata" "Elasmobranchii" "Rajiformes" "Rajidae" "Leucoraja" "Leucoraja leucosticta" 0 0 0 0
"Animalia" "Chordata" "Elasmobranchii" "Rajiformes" "Rajidae" "Leucoraja" "Leucoraja melitensis" 1 0 2 0
"Animalia" "Chordata" "Elasmobranchii" "Rajiformes" "Rajidae" "Leucoraja" "Leucoraja naevus" 40 3 5 6
"Animalia" "Chordata" "Actinopteri" "Carangiformes" "Carangidae" "Lichia" "Lichia amia" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Pleuronectiformes" "Pleuronectidae" "Limanda" "Limanda limanda" 34 9 15 72
"Animalia" "Chordata" "Actinopteri" "Lophiiformes" "Linophrynidae" "Linophryne" "Linophryne arborifera" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Lophiiformes" "Linophrynidae" "Linophryne" "Linophryne arcturi" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Lophiiformes" "Linophrynidae" "Linophryne" "Linophryne brevibarbata" 0 1 0 0
"Animalia" "Chordata" "Actinopteri" "Lophiiformes" "Linophrynidae" "Linophryne" "Linophryne lucifer" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Lophiiformes" "Linophrynidae" "Linophryne" "Linophryne maderensis" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Lophiiformes" "Linophrynidae" "Linophryne" "Linophryne pennibarbata" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Lophiiformes" "Linophrynidae" "Linophryne" "Linophryne polypogon" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Lophiiformes" "Linophrynidae" "Linophryne" "Linophryne sexfilis" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Pleuronectiformes" "Pleuronectidae" "Liopsetta" "Liopsetta glacialis" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Liparidae" "Liparis" "Liparis barbatus" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Liparidae" "Liparis" "Liparis bathyarcticus" 9 0 0 0
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Liparidae" "Liparis" "Liparis fabricii" 18 1 1 1
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Liparidae" "Liparis" "Liparis gibbus" 17 2 1 2
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Liparidae" "Liparis" "Liparis liparis" 14 5 1 4
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Liparidae" "Liparis" "Liparis montagui" 1 2 2 3
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Liparidae" "Liparis" "Liparis tunicatus" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Blenniiformes" "Blenniidae" "Lipophrys" "Lipophrys pholis" 7 18 8 0
"Animalia" "Chordata" "Actinopteri" "Blenniiformes" "Blenniidae" "Lipophrys" "Lipophrys trigloides" 3 5 5 0
"Animalia" "Chordata" "Actinopteri" "Eupercaria" "Sparidae" "Lithognathus" "Lithognathus mormyrus" 38 0 4 9
"Animalia" "Chordata" "Actinopteri" "Mugiliformes" "Mugilidae" "Liza" "Liza carinata" 33 2 2 2
"Animalia" "Chordata" "Actinopteri" "Myctophiformes" "Myctophidae" "Lobianchia" "Lobianchia dofleini" 16 1 2 0
"Animalia" "Chordata" "Actinopteri" "Myctophiformes" "Myctophidae" "Lobianchia" "Lobianchia gemellarii" 18 2 3 1
"Animalia" "Chordata" "Actinopteri" "Acanthuriformes" "Lobotidae" "Lobotes" "Lobotes surinamensis" 82 4 5 6
"Animalia" "Chordata" "Actinopteri" "Lophiiformes" "Lophiidae" "Lophiodes" "Lophiodes kempi" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Lophiiformes" "Lophiidae" "Lophius" "Lophius budegassa" 37 2 13 28
"Animalia" "Chordata" "Actinopteri" "Lophiiformes" "Lophiidae" "Lophius" "Lophius piscatorius" 85 7 13 26
"Animalia" "Chordata" "Actinopteri" "Lophiiformes" "Lophiidae" "Lophius" "Lophius vaillanti" 7 0 0 7
"Animalia" "Chordata" "Actinopteri" "Lampriformes" "Lophotidae" "Lophotus" "Lophotus lacepede" 5 1 2 1
"Animalia" "Chordata" "Actinopteri" "Gadiformes" "Lotidae" "Lota" "Lota lota" 75 12 18 84
"Animalia" "Chordata" "Actinopteri" "Myctophiformes" "Myctophidae" "Loweina" "Loweina rara" 2 0 0 0
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Stichaeidae" "Lumpenus" "Lumpenus fabricii" 18 1 0 44
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Stichaeidae" "Lumpenus" "Lumpenus lampretaeformis" 23 3 2 61
"Animalia" "Chordata" "Actinopteri" "Eupercaria" "Lutjanidae" "Lutjanus" "Lutjanus agennes" 1 0 0 0
"Animalia" "Chordata" "Actinopteri" "Eupercaria" "Lutjanidae" "Lutjanus" "Lutjanus argentimaculatus" 62 7 9 69
"Animalia" "Chordata" "Actinopteri" "Eupercaria" "Lutjanidae" "Lutjanus" "Lutjanus dentatus" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Eupercaria" "Lutjanidae" "Lutjanus" "Lutjanus fulgens" 10 1 1 1
"Animalia" "Chordata" "Actinopteri" "Eupercaria" "Lutjanidae" "Lutjanus" "Lutjanus goreensis" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Eupercaria" "Lutjanidae" "Lutjanus" "Lutjanus jocu" 38 0 4 4
"Animalia" "Chordata" "Actinopteri" "Acanthuriformes" "Luvaridae" "Luvarus" "Luvarus imperialis" 6 7 10 7
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Zoarcidae" "Lycenchelys" "Lycenchelys alba" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Zoarcidae" "Lycenchelys" "Lycenchelys kolthoffi" 2 2 1 1
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Zoarcidae" "Lycenchelys" "Lycenchelys muraena" 4 5 3 4
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Zoarcidae" "Lycenchelys" "Lycenchelys sarsii" 2 2 1 2
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Zoarcidae" "Lycodes" "Lycodes adolfi" 4 0 0 1
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Zoarcidae" "Lycodes" "Lycodes esmarkii" 5 2 0 1
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Zoarcidae" "Lycodes" "Lycodes eudipleurostictus" 0 1 0 1
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Zoarcidae" "Lycodes" "Lycodes frigidus" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Zoarcidae" "Lycodes" "Lycodes gracilis" 13 3 3 1
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Zoarcidae" "Lycodes" "Lycodes luetkenii" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Zoarcidae" "Lycodes" "Lycodes paamiuti" 0 0 0 1
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Zoarcidae" "Lycodes" "Lycodes pallidus" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Zoarcidae" "Lycodes" "Lycodes polaris" 18 1 2 2
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Zoarcidae" "Lycodes" "Lycodes reticulatus" 4 3 1 2
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Zoarcidae" "Lycodes" "Lycodes rossi" 0 2 0 1
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Zoarcidae" "Lycodes" "Lycodes seminudus" 4 1 0 1
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Zoarcidae" "Lycodes" "Lycodes squamiventer" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Zoarcidae" "Lycodes" "Lycodes terraenovae" 1 2 0 1
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Zoarcidae" "Lycodes" "Lycodes vahlii" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Zoarcidae" "Lycodonus" "Lycodonus flagellicauda" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Gadiformes" "Merlucciidae" "Lyconus" "Lyconus brachycolus" 2 0 0 1
"Animalia" "Chordata" "Actinopteri" "Aulopiformes" "Paralepididae" "Macroparalepis" "Macroparalepis nigra" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Syngnathiformes" "Centriscidae" "Macroramphosus" "Macroramphosus scolopax" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Gadiformes" "Macrouridae" "Macrourus" "Macrourus berglax" 6 2 1 0
"Animalia" "Chordata" "Actinopteri" "Aulopiformes" "Paralepididae" "Magnisudis" "Magnisudis atlantica" 12 3 2 0
"Animalia" "Chordata" "Actinopteri" "Carangiformes" "Istiophoridae" "Makaira" "Makaira nigricans" 67 8 9 179
"Animalia" "Chordata" "Actinopteri" "Gadiformes" "Macrouridae" "Malacocephalus" "Malacocephalus laevis" 12 1 1 0
"Animalia" "Chordata" "Actinopteri" "Gadiformes" "Macrouridae" "Malacocephalus" "Malacocephalus occidentalis" 2 1 1 0
"Animalia" "Chordata" "Actinopteri" "Blenniiformes" "Labrisomidae" "Malacoctenus" "Malacoctenus africanus" 0 0 0 0
"Animalia" "Chordata" "Elasmobranchii" "Rajiformes" "Rajidae" "Malacoraja" "Malacoraja kreffti" 0 1 1 0
"Animalia" "Chordata" "Elasmobranchii" "Rajiformes" "Rajidae" "Malacoraja" "Malacoraja spinacidermis" 2 0 0 0
"Animalia" "Chordata" "Actinopteri" "Stomiiformes" "Stomiidae" "Malacosteus" "Malacosteus niger" 14 5 0 0
"Animalia" "Chordata" "Actinopteri" "Osmeriformes" "Osmeridae" "Mallotus" "Mallotus villosus" 49 9 12 216
"Animalia" "Chordata" "Actinopteri" "Stomiiformes" "Gonostomatidae" "Manducus" "Manducus maderensis" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Stomiiformes" "Gonostomatidae" "Margrethia" "Margrethia obtusirostra" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Tetraodontiformes" "Molidae" "Masturus" "Masturus lanceolatus" 6 6 3 4
"Animalia" "Chordata" "Actinopteri" "Gobiiformes" "Gobiidae" "Mauligobius" "Mauligobius maderensis" 0 1 1 1
"Animalia" "Chordata" "Actinopteri" "Gobiiformes" "Gobiidae" "Mauligobius" "Mauligobius nigri" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Alepocephaliformes" "Platytroctidae" "Maulisia" "Maulisia argipalla" 3 1 0 0
"Animalia" "Chordata" "Actinopteri" "Alepocephaliformes" "Platytroctidae" "Maulisia" "Maulisia mauli" 3 1 1 1
"Animalia" "Chordata" "Actinopteri" "Alepocephaliformes" "Platytroctidae" "Maulisia" "Maulisia microlepis" 5 0 0 0
"Animalia" "Chordata" "Actinopteri" "Stomiiformes" "Sternoptychidae" "Maurolicus" "Maurolicus muelleri" 58 3 15 0
"Animalia" "Chordata" "Elasmobranchii" "Lamniformes" "Megachasmidae" "Megachasma" "Megachasma pelagios" 7 3 3 4
"Animalia" "Chordata" "Actinopteri" "Elopiformes" "Megalopidae" "Megalops" "Megalops atlanticus" 16 5 3 4
"Animalia" "Chordata" "Actinopteri" "Beryciformes" "Melamphaidae" "Melamphaes" "Melamphaes longivelis" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Beryciformes" "Melamphaidae" "Melamphaes" "Melamphaes microps" 0 1 0 0
"Animalia" "Chordata" "Actinopteri" "Beryciformes" "Melamphaidae" "Melamphaes" "Melamphaes simus" 1 0 1 0
"Animalia" "Chordata" "Actinopteri" "Beryciformes" "Melamphaidae" "Melamphaes" "Melamphaes suborbitalis" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Beryciformes" "Melamphaidae" "Melamphaes" "Melamphaes typhlops" 1 0 0 0
"Animalia" "Chordata" "Actinopteri" "Lophiiformes" "Melanocetidae" "Melanocetus" "Melanocetus johnsonii" 31 4 5 7
"Animalia" "Chordata" "Actinopteri" "Gadiformes" "Gadidae" "Melanogrammus" "Melanogrammus aeglefinus" 155 9 13 43
"Animalia" "Chordata" "Actinopteri" "Argentiniformes" "Bathylagidae" "Melanolagus" "Melanolagus bericoides" 15 2 0 0
"Animalia" "Chordata" "Actinopteri" "Gadiformes" "Melanonidae" "Melanonus" "Melanonus zugmayeri" 20 4 6 2
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Zoarcidae" "Melanostigma" "Melanostigma atlanticum" 8 2 1 1
"Animalia" "Chordata" "Actinopteri" "Stomiiformes" "Stomiidae" "Melanostomias" "Melanostomias bartonbeani" 5 0 0 0
"Animalia" "Chordata" "Actinopteri" "Stomiiformes" "Stomiidae" "Melanostomias" "Melanostomias biseriatus" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Stomiiformes" "Stomiidae" "Melanostomias" "Melanostomias macrophotus" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Stomiiformes" "Stomiidae" "Melanostomias" "Melanostomias melanopogon" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Stomiiformes" "Stomiidae" "Melanostomias" "Melanostomias melanops" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Stomiiformes" "Stomiidae" "Melanostomias" "Melanostomias tentaculatus" 2 2 0 0
"Animalia" "Chordata" "Actinopteri" "Stomiiformes" "Stomiidae" "Melanostomias" "Melanostomias valdiviae" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Tetraodontiformes" "Balistidae" "Melichthys" "Melichthys niger" 12 4 4 1
"Animalia" "Chordata" "Actinopteri" "Gadiformes" "Gadidae" "Merlangius" "Merlangius merlangus" 91 14 14 41
"Animalia" "Chordata" "Actinopteri" "Gadiformes" "Merlucciidae" "Merluccius" "Merluccius merluccius" 265 11 30 95
"Animalia" "Chordata" "Actinopteri" "Gadiformes" "Merlucciidae" "Merluccius" "Merluccius polli" 2 2 3 7
"Animalia" "Chordata" "Actinopteri" "Gadiformes" "Merlucciidae" "Merluccius" "Merluccius senegalensis" 1 1 1 2
"Animalia" "Chordata" "Actinopteri" "Gobiiformes" "Gobiidae" "Mesogobius" "Mesogobius batrachocephalus" 12 0 0 4
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Cottidae" "Micrenophrys" "Micrenophrys lilljeborgii" 0 1 0 0
"Animalia" "Chordata" "Actinopteri" "Pleuronectiformes" "Soleidae" "Microchirus" "Microchirus azevia" 7 2 2 9
"Animalia" "Chordata" "Actinopteri" "Pleuronectiformes" "Soleidae" "Microchirus" "Microchirus boscanion" 5 2 0 2
"Animalia" "Chordata" "Actinopteri" "Pleuronectiformes" "Soleidae" "Microchirus" "Microchirus frechkopi" 0 0 1 0
"Animalia" "Chordata" "Actinopteri" "Pleuronectiformes" "Soleidae" "Microchirus" "Microchirus ocellatus" 3 1 2 2
"Animalia" "Chordata" "Actinopteri" "Pleuronectiformes" "Soleidae" "Microchirus" "Microchirus theophila" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Pleuronectiformes" "Soleidae" "Microchirus" "Microchirus variegatus" 33 5 6 13
"Animalia" "Chordata" "Actinopteri" "Pleuronectiformes" "Soleidae" "Microchirus" "Microchirus wittei" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Acropomatiformes" "Epigonidae" "Microichthys" "Microichthys coccoi" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Acropomatiformes" "Epigonidae" "Microichthys" "Microichthys sanzoi" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Blenniiformes" "Blenniidae" "Microlipophrys" "Microlipophrys adriaticus" 0 3 4 0
"Animalia" "Chordata" "Actinopteri" "Blenniiformes" "Blenniidae" "Microlipophrys" "Microlipophrys caboverdensis" 0 8 25 0
"Animalia" "Chordata" "Actinopteri" "Blenniiformes" "Blenniidae" "Microlipophrys" "Microlipophrys canevae" 3 4 3 0
"Animalia" "Chordata" "Actinopteri" "Blenniiformes" "Blenniidae" "Microlipophrys" "Microlipophrys dalmatinus" 1 4 1 0
"Animalia" "Chordata" "Actinopteri" "Blenniiformes" "Blenniidae" "Microlipophrys" "Microlipophrys nigriceps" 0 2 1 0
"Animalia" "Chordata" "Actinopteri" "Blenniiformes" "Blenniidae" "Microlipophrys" "Microlipophrys velifer" 0 2 2 0
"Animalia" "Chordata" "Actinopteri" "Gadiformes" "Gadidae" "Micromesistius" "Micromesistius poutassou" 95 10 9 22
"Animalia" "Chordata" "Actinopteri" "Syngnathiformes" "Syngnathidae" "Microphis" "Microphis aculeatus" 1 1 1 0
"Animalia" "Chordata" "Actinopteri" "Argentiniformes" "Microstomatidae" "Microstoma" "Microstoma microstoma" 0 0 1 0
"Animalia" "Chordata" "Actinopteri" "Pleuronectiformes" "Pleuronectidae" "Microstomus" "Microstomus kitt" 36 6 5 16
"Animalia" "Chordata" "Actinopteri" "Gobiiformes" "Gobiidae" "Millerigobius" "Millerigobius macrocephalus" 2 2 4 12
"Animalia" "Chordata" "Actinopteri" "Syngnathiformes" "Syngnathidae" "Minyichthys" "Minyichthys sentus" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Beryciformes" "Cetomimidae" "Mirapinna" "Mirapinna esau" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Alepocephaliformes" "Alepocephalidae" "Mirognathus" "Mirognathus normani" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Cypriniformes" "Cobitidae" "Misgurnus" "Misgurnus fossilis" 16 0 3 23
"Animalia" "Chordata" "Elasmobranchii" "Lamniformes" "Mitsukurinidae" "Mitsukurina" "Mitsukurina owstoni" 7 3 2 5
"Animalia" "Chordata" "Elasmobranchii" "Myliobatiformes" "Myliobatidae" "Mobula" "Mobula birostris" 30 5 3 1
"Animalia" "Chordata" "Elasmobranchii" "Myliobatiformes" "Myliobatidae" "Mobula" "Mobula hypostoma" 1 1 1 0
"Animalia" "Chordata" "Elasmobranchii" "Myliobatiformes" "Myliobatidae" "Mobula" "Mobula mobular" 22 4 4 4
"Animalia" "Chordata" "Elasmobranchii" "Myliobatiformes" "Myliobatidae" "Mobula" "Mobula rochebrunei" 1 1 1 1
"Animalia" "Chordata" "Elasmobranchii" "Myliobatiformes" "Myliobatidae" "Mobula" "Mobula thurstoni" 38 6 4 5
"Animalia" "Chordata" "Actinopteri" "Tetraodontiformes" "Molidae" "Mola" "Mola mola" 16 7 10 11
"Animalia" "Chordata" "Actinopteri" "Gadiformes" "Lotidae" "Molva" "Molva dypterygia" 5 5 3 6
"Animalia" "Chordata" "Actinopteri" "Gadiformes" "Lotidae" "Molva" "Molva macrophthalma" 1 3 19 4
"Animalia" "Chordata" "Actinopteri" "Gadiformes" "Lotidae" "Molva" "Molva molva" 20 3 4 22
"Animalia" "Chordata" "Actinopteri" "Argentiniformes" "Opisthoproctidae" "Monacoa" "Monacoa grimaldii" 2 3 3 3
"Animalia" "Chordata" "Actinopteri" "Pleuronectiformes" "Soleidae" "Monochirus" "Monochirus hispidus" 1 2 2 6
"Animalia" "Chordata" "Actinopteri" "Eupercaria" "Monodactylidae" "Monodactylus" "Monodactylus sebae" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Saccopharyngiformes" "Monognathidae" "Monognathus" "Monognathus boehlkei" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Saccopharyngiformes" "Monognathidae" "Monognathus" "Monognathus herringi" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Saccopharyngiformes" "Monognathidae" "Monognathus" "Monognathus taningi" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Ophidiiformes" "Ophidiidae" "Monomitopus" "Monomitopus metriostoma" 0 0 0 0
"Animalia" "Chordata" "Actinopteri" "Eupercaria" "Lethrinidae" "Monotaxis" "Monotaxis grandoculis" 24 4 5 17
"Animalia" "Chordata" "Actinopteri" "Gadiformes" "Moridae" "Mora" "Mora moro" 7 1 2 1
"Animalia" "Chordata" "Actinopteri" "Mugiliformes" "Mugilidae" "Mugil" "Mugil bananensis" 5 1 4 3
"Animalia" "Chordata" "Actinopteri" "Mugiliformes" "Mugilidae" "Mugil" "Mugil capurrii" 5 1 6 4
"Animalia" "Chordata" "Actinopteri" "Mugiliformes" "Mugilidae" "Mugil" "Mugil cephalus" 527 50 105 525
"Animalia" "Chordata" "Actinopteri" "Mugiliformes" "Mugilidae" "Mugil" "Mugil curema" 167 32 108 87
"Animalia" "Chordata" "Actinopteri" "Mulliformes" "Mullidae" "Mulloidichthys" "Mulloidichthys martinicus" 11 0 0 0
"Animalia" "Chordata" "Actinopteri" "Mulliformes" "Mullidae" "Mullus" "Mullus barbatus" 118 7 13 49
"Animalia" "Chordata" "Actinopteri" "Mulliformes" "Mullidae" "Mullus" "Mullus surmuletus" 66 13 22 44
"Animalia" "Chordata" "Actinopteri" "Anguilliformes" "Muraenidae" "Muraena" "Muraena augusti" 0 3 2 13
"Animalia" "Chordata" "Actinopteri" "Anguilliformes" "Muraenidae" "Muraena" "Muraena helena" 4 4 4 9
