"Kingdom" "Phylum" "Class_Gigaclass" "Order" "Family" "Genus" "Species_Name"
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Cottidae" "Cottus" "Cottus poecilopus"
"Animalia" "Chordata" "Actinopteri" "Eupercaria" "Sparidae" "Crenidens" "Crenidens crenidens"
"Animalia" "Chordata" "Actinopteri" "Lophiiformes" "Ceratiidae" "Cryptopsaras" "Cryptopsaras couesii"
"Animalia" "Chordata" "Actinopteri" "Gobiiformes" "Gobiidae" "Crystallogobius" "Crystallogobius linearis"
"Animalia" "Chordata" "Actinopteri" "Gobiiformes" "Gobiidae" "Ctenogobius" "Ctenogobius lepturus"
"Animalia" "Chordata" "Actinopteri" "Eupercaria" "Labridae" "Ctenolabrus" "Ctenolabrus rupestris"
"Animalia" "Chordata" "Actinopteri" "Scombriformes" "Nomeidae" "Cubiceps" "Cubiceps capensis"
"Animalia" "Chordata" "Actinopteri" "Scombriformes" "Nomeidae" "Cubiceps" "Cubiceps gracilis"
"Animalia" "Chordata" "Actinopteri" "Tetraodontiformes" "Diodontidae" "Cyclichthys" "Cyclichthys spilostylus"
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Cyclopteridae" "Cyclopteropsis" "Cyclopteropsis mcalpini"
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Cyclopteridae" "Cyclopterus" "Cyclopterus lumpus"
"Animalia" "Chordata" "Actinopteri" "Stomiiformes" "Gonostomatidae" "Cyclothone" "Cyclothone acclinidens"
"Animalia" "Chordata" "Actinopteri" "Stomiiformes" "Gonostomatidae" "Cyclothone" "Cyclothone alba"
"Animalia" "Chordata" "Actinopteri" "Stomiiformes" "Gonostomatidae" "Cyclothone" "Cyclothone braueri"
"Animalia" "Chordata" "Actinopteri" "Stomiiformes" "Gonostomatidae" "Cyclothone" "Cyclothone livida"
"Animalia" "Chordata" "Actinopteri" "Stomiiformes" "Gonostomatidae" "Cyclothone" "Cyclothone microdon"
"Animalia" "Chordata" "Actinopteri" "Stomiiformes" "Gonostomatidae" "Cyclothone" "Cyclothone obscura"
"Animalia" "Chordata" "Actinopteri" "Stomiiformes" "Gonostomatidae" "Cyclothone" "Cyclothone pallida"
"Animalia" "Chordata" "Actinopteri" "Stomiiformes" "Gonostomatidae" "Cyclothone" "Cyclothone parapallida"
"Animalia" "Chordata" "Actinopteri" "Stomiiformes" "Gonostomatidae" "Cyclothone" "Cyclothone pseudopallida"
"Animalia" "Chordata" "Actinopteri" "Stomiiformes" "Gonostomatidae" "Cyclothone" "Cyclothone pygmaea"
"Animalia" "Chordata" "Actinopteri" "Saccopharyngiformes" "Cyematidae" "Cyema" "Cyema atrum"
"Animalia" "Chordata" "Actinopteri" "Pleuronectiformes" "Cynoglossidae" "Cynoglossus" "Cynoglossus browni"
"Animalia" "Chordata" "Actinopteri" "Pleuronectiformes" "Cynoglossidae" "Cynoglossus" "Cynoglossus cadenati"
"Animalia" "Chordata" "Actinopteri" "Pleuronectiformes" "Cynoglossidae" "Cynoglossus" "Cynoglossus canariensis"
"Animalia" "Chordata" "Actinopteri" "Pleuronectiformes" "Cynoglossidae" "Cynoglossus" "Cynoglossus monodi"
"Animalia" "Chordata" "Actinopteri" "Pleuronectiformes" "Cynoglossidae" "Cynoglossus" "Cynoglossus senegalensis"
"Animalia" "Chordata" "Actinopteri" "Pleuronectiformes" "Cynoglossidae" "Cynoglossus" "Cynoglossus sinusarabici"
"Animalia" "Chordata" "Actinopteri" "Anguilliformes" "Muraenesocidae" "Cynoponticus" "Cynoponticus ferox"
"Animalia" "Chordata" "Actinopteri" "Cypriniformes" "Cyprinidae" "Cyprinus" "Cyprinus carpio"
"Animalia" "Chordata" "Actinopteri" "Zeiformes" "Parazenidae" "Cyttopsis" "Cyttopsis rosea"
"Animalia" "Chordata" "Actinopteri" "Dactylopteriformes" "Dactylopteridae" "Dactylopterus" "Dactylopterus volitans"
"Animalia" "Chordata" "Actinopteri" "Pleuronectiformes" "Soleidae" "Dagetichthys" "Dagetichthys lusitanicus"
"Animalia" "Chordata" "Elasmobranchii" "Squaliformes" "Dalatiidae" "Dalatias" "Dalatias licha"
"Animalia" "Chordata" "Actinopteri" "Anguilliformes" "Ophichthidae" "Dalophis" "Dalophis boulengeri"
"Animalia" "Chordata" "Actinopteri" "Anguilliformes" "Ophichthidae" "Dalophis" "Dalophis cephalopeltis"
"Animalia" "Chordata" "Actinopteri" "Anguilliformes" "Ophichthidae" "Dalophis" "Dalophis imberbis"
"Animalia" "Chordata" "Actinopteri" "Anguilliformes" "Ophichthidae" "Dalophis" "Dalophis multidentatus"
"Animalia" "Chordata" "Actinopteri" "Anguilliformes" "Ophichthidae" "Dalophis" "Dalophis obtusirostris"
"Animalia" "Chordata" "Elasmobranchii" "Myliobatiformes" "Dasyatidae" "Dasyatis" "Dasyatis chrysonota"
"Animalia" "Chordata" "Elasmobranchii" "Myliobatiformes" "Dasyatidae" "Dasyatis" "Dasyatis marmorata"
"Animalia" "Chordata" "Elasmobranchii" "Myliobatiformes" "Dasyatidae" "Dasyatis" "Dasyatis pastinaca"
"Animalia" "Chordata" "Elasmobranchii" "Myliobatiformes" "Dasyatidae" "Dasyatis" "Dasyatis tortonesei"
"Animalia" "Chordata" "Elasmobranchii" "Squaliformes" "Centrophoridae" "Deania" "Deania calcea"
"Animalia" "Chordata" "Elasmobranchii" "Squaliformes" "Centrophoridae" "Deania" "Deania hystricosa"
"Animalia" "Chordata" "Elasmobranchii" "Squaliformes" "Centrophoridae" "Deania" "Deania profundorum"
"Animalia" "Chordata" "Actinopteri" "Carangiformes" "Carangidae" "Decapterus" "Decapterus macarellus"
"Animalia" "Chordata" "Actinopteri" "Carangiformes" "Carangidae" "Decapterus" "Decapterus punctatus"
"Animalia" "Chordata" "Actinopteri" "Carangiformes" "Carangidae" "Decapterus" "Decapterus russelli"
"Animalia" "Chordata" "Actinopteri" "Gobiiformes" "Gobiidae" "Deltentosteus" "Deltentosteus collonianus"
"Animalia" "Chordata" "Actinopteri" "Gobiiformes" "Gobiidae" "Deltentosteus" "Deltentosteus quadrimaculatus"
"Animalia" "Chordata" "Actinopteri" "Eupercaria" "Sparidae" "Dentex" "Dentex angolensis"
"Animalia" "Chordata" "Actinopteri" "Eupercaria" "Sparidae" "Dentex" "Dentex canariensis"
"Animalia" "Chordata" "Actinopteri" "Eupercaria" "Sparidae" "Dentex" "Dentex congoensis"
"Animalia" "Chordata" "Actinopteri" "Eupercaria" "Sparidae" "Dentex" "Dentex dentex"
"Animalia" "Chordata" "Actinopteri" "Eupercaria" "Sparidae" "Dentex" "Dentex gibbosus"
"Animalia" "Chordata" "Actinopteri" "Eupercaria" "Sparidae" "Dentex" "Dentex macrophthalmus"
"Animalia" "Chordata" "Actinopteri" "Eupercaria" "Sparidae" "Dentex" "Dentex maroccanus"
"Animalia" "Chordata" "Actinopteri" "Anguilliformes" "Derichthyidae" "Derichthys" "Derichthys serpentinus"
"Animalia" "Chordata" "Actinopteri" "Lampriformes" "Trachipteridae" "Desmodema" "Desmodema polystictum"
"Animalia" "Chordata" "Actinopteri" "Myctophiformes" "Myctophidae" "Diaphus" "Diaphus adenomus"
"Animalia" "Chordata" "Actinopteri" "Myctophiformes" "Myctophidae" "Diaphus" "Diaphus bertelseni"
"Animalia" "Chordata" "Actinopteri" "Myctophiformes" "Myctophidae" "Diaphus" "Diaphus brachycephalus"
"Animalia" "Chordata" "Actinopteri" "Myctophiformes" "Myctophidae" "Diaphus" "Diaphus dumerilii"
"Animalia" "Chordata" "Actinopteri" "Myctophiformes" "Myctophidae" "Diaphus" "Diaphus effulgens"
"Animalia" "Chordata" "Actinopteri" "Myctophiformes" "Myctophidae" "Diaphus" "Diaphus fragilis"
"Animalia" "Chordata" "Actinopteri" "Myctophiformes" "Myctophidae" "Diaphus" "Diaphus garmani"
"Animalia" "Chordata" "Actinopteri" "Myctophiformes" "Myctophidae" "Diaphus" "Diaphus holti"
"Animalia" "Chordata" "Actinopteri" "Myctophiformes" "Myctophidae" "Diaphus" "Diaphus lucidus"
"Animalia" "Chordata" "Actinopteri" "Myctophiformes" "Myctophidae" "Diaphus" "Diaphus luetkeni"
"Animalia" "Chordata" "Actinopteri" "Myctophiformes" "Myctophidae" "Diaphus" "Diaphus metopoclampus"
"Animalia" "Chordata" "Actinopteri" "Myctophiformes" "Myctophidae" "Diaphus" "Diaphus mollis"
"Animalia" "Chordata" "Actinopteri" "Myctophiformes" "Myctophidae" "Diaphus" "Diaphus perspicillatus"
"Animalia" "Chordata" "Actinopteri" "Myctophiformes" "Myctophidae" "Diaphus" "Diaphus rafinesquii"
"Animalia" "Chordata" "Actinopteri" "Myctophiformes" "Myctophidae" "Diaphus" "Diaphus splendidus"
"Animalia" "Chordata" "Actinopteri" "Myctophiformes" "Myctophidae" "Diaphus" "Diaphus subtilis"
"Animalia" "Chordata" "Actinopteri" "Myctophiformes" "Myctophidae" "Diaphus" "Diaphus taaningi"
"Animalia" "Chordata" "Actinopteri" "Myctophiformes" "Myctophidae" "Diaphus" "Diaphus termophilus"
"Animalia" "Chordata" "Actinopteri" "Lophiiformes" "Ogcocephalidae" "Dibranchus" "Dibranchus atlanticus"
"Animalia" "Chordata" "Actinopteri" "Eupercaria" "Moronidae" "Dicentrarchus" "Dicentrarchus labrax"
"Animalia" "Chordata" "Actinopteri" "Eupercaria" "Moronidae" "Dicentrarchus" "Dicentrarchus punctatus"
"Animalia" "Chordata" "Actinopteri" "Pleuronectiformes" "Soleidae" "Dicologlossa" "Dicologlossa cuneata"
"Animalia" "Chordata" "Actinopteri" "Pleuronectiformes" "Soleidae" "Dicologlossa" "Dicologlossa hexophthalma"
"Animalia" "Chordata" "Actinopteri" "Gobiiformes" "Gobiidae" "Didogobius" "Didogobius bentuvii"
"Animalia" "Chordata" "Actinopteri" "Gobiiformes" "Gobiidae" "Didogobius" "Didogobius kochi"
"Animalia" "Chordata" "Actinopteri" "Gobiiformes" "Gobiidae" "Didogobius" "Didogobius schlieweni"
"Animalia" "Chordata" "Actinopteri" "Gobiiformes" "Gobiidae" "Didogobius" "Didogobius splechtnai"
"Animalia" "Chordata" "Actinopteri" "Tetraodontiformes" "Diodontidae" "Diodon" "Diodon hystrix"
"Animalia" "Chordata" "Actinopteri" "Myctophiformes" "Myctophidae" "Diogenichthys" "Diogenichthys atlanticus"
"Animalia" "Chordata" "Actinopteri" "Gobiesociformes" "Gobiesocidae" "Diplecogaster" "Diplecogaster bimaculata"
"Animalia" "Chordata" "Actinopteri" "Gobiesociformes" "Gobiesocidae" "Diplecogaster" "Diplecogaster ctenocrypta"
"Animalia" "Chordata" "Actinopteri" "Gobiesociformes" "Gobiesocidae" "Diplecogaster" "Diplecogaster euxinica"
"Animalia" "Chordata" "Actinopteri" "Gobiesociformes" "Gobiesocidae" "Diplecogaster" "Diplecogaster pectoralis"
"Animalia" "Chordata" "Actinopteri" "Eupercaria" "Sparidae" "Diplodus" "Diplodus annularis"
"Animalia" "Chordata" "Actinopteri" "Eupercaria" "Sparidae" "Diplodus" "Diplodus bellottii"
"Animalia" "Chordata" "Actinopteri" "Eupercaria" "Sparidae" "Diplodus" "Diplodus cadenati"
"Animalia" "Chordata" "Actinopteri" "Eupercaria" "Sparidae" "Diplodus" "Diplodus cervinus"
"Animalia" "Chordata" "Actinopteri" "Eupercaria" "Sparidae" "Diplodus" "Diplodus fasciatus"
"Animalia" "Chordata" "Actinopteri" "Eupercaria" "Sparidae" "Diplodus" "Diplodus lineatus"
"Animalia" "Chordata" "Actinopteri" "Eupercaria" "Sparidae" "Diplodus" "Diplodus prayensis"
"Animalia" "Chordata" "Actinopteri" "Eupercaria" "Sparidae" "Diplodus" "Diplodus puntazzo"
"Animalia" "Chordata" "Actinopteri" "Eupercaria" "Sparidae" "Diplodus" "Diplodus sargus"
"Animalia" "Chordata" "Actinopteri" "Eupercaria" "Sparidae" "Diplodus" "Diplodus vulgaris"
"Animalia" "Chordata" "Actinopteri" "Stomiiformes" "Gonostomatidae" "Diplophos" "Diplophos taenia"
"Animalia" "Chordata" "Actinopteri" "Scombriformes" "Gempylidae" "Diplospinus" "Diplospinus multistriatus"
"Animalia" "Chordata" "Elasmobranchii" "Rajiformes" "Rajidae" "Dipturus" "Dipturus batis"
"Animalia" "Chordata" "Elasmobranchii" "Rajiformes" "Rajidae" "Dipturus" "Dipturus doutrei"
"Animalia" "Chordata" "Elasmobranchii" "Rajiformes" "Rajidae" "Dipturus" "Dipturus nidarosiensis"
"Animalia" "Chordata" "Elasmobranchii" "Rajiformes" "Rajidae" "Dipturus" "Dipturus oxyrinchus"
"Animalia" "Chordata" "Actinopteri" "Trachichthyiformes" "Diretmidae" "Diretmichthys" "Diretmichthys parini"
"Animalia" "Chordata" "Actinopteri" "Trachichthyiformes" "Diretmidae" "Diretmus" "Diretmus argenteus"
"Animalia" "Chordata" "Actinopteri" "Beryciformes" "Cetomimidae" "Ditropichthys" "Ditropichthys storeri"
"Animalia" "Chordata" "Actinopteri" "Argentiniformes" "Bathylagidae" "Dolicholagus" "Dolicholagus longirostris"
"Animalia" "Chordata" "Actinopteri" "Argentiniformes" "Opisthoproctidae" "Dolichopteryx" "Dolichopteryx longipes"
"Animalia" "Chordata" "Actinopteri" "Lophiiformes" "Oneirodidae" "Dolopichthys" "Dolopichthys danae"
"Animalia" "Chordata" "Actinopteri" "Lophiiformes" "Oneirodidae" "Dolopichthys" "Dolopichthys jubatus"
"Animalia" "Chordata" "Actinopteri" "Gobiiformes" "Eleotridae" "Dormitator" "Dormitator lebretonis"
"Animalia" "Chordata" "Actinopteri" "Acanthuriformes" "Drepaneidae" "Drepane" "Drepane africana"
"Animalia" "Chordata" "Actinopteri" "Clupeiformes" "Dussumieriidae" "Dussumieria" "Dussumieria acuta"
"Animalia" "Chordata" "Actinopteri" "Clupeiformes" "Dussumieriidae" "Dussumieria" "Dussumieria elopsoides"
"Animalia" "Chordata" "Actinopteri" "Scombriformes" "Chiasmodontidae" "Dysalotus" "Dysalotus alcocki"
"Animalia" "Chordata" "Actinopteri" "Anguilliformes" "Synaphobranchidae" "Dysomma" "Dysomma brevirostre"
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Psychrolutidae" "Ebinania" "Ebinania costaecanariae"
"Animalia" "Chordata" "Actinopteri" "Anguilliformes" "Ophichthidae" "Echelus" "Echelus myrus"
"Animalia" "Chordata" "Actinopteri" "Anguilliformes" "Ophichthidae" "Echelus" "Echelus pachyrhynchus"
"Animalia" "Chordata" "Actinopteri" "Carangiformes" "Echeneidae" "Echeneis" "Echeneis naucrates"
"Animalia" "Chordata" "Actinopteri" "Anguilliformes" "Muraenidae" "Echidna" "Echidna peli"
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Trachinidae" "Echiichthys" "Echiichthys vipera"
"Animalia" "Chordata" "Elasmobranchii" "Echinorhiniformes" "Echinorhinidae" "Echinorhinus" "Echinorhinus brucus"
"Animalia" "Chordata" "Actinopteri" "Ophidiiformes" "Carapidae" "Echiodon" "Echiodon dentatus"
"Animalia" "Chordata" "Actinopteri" "Ophidiiformes" "Carapidae" "Echiodon" "Echiodon drummondii"
"Animalia" "Chordata" "Actinopteri" "Stomiiformes" "Stomiidae" "Echiostoma" "Echiostoma barbatum"
"Animalia" "Chordata" "Actinopteri" "Alepocephaliformes" "Alepocephalidae" "Einara" "Einara edentula"
"Animalia" "Chordata" "Actinopteri" "Alepocephaliformes" "Alepocephalidae" "Einara" "Einara macrolepis"
"Animalia" "Chordata" "Actinopteri" "Carangiformes" "Carangidae" "Elagatis" "Elagatis bipinnulata"
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Platycephalidae" "Elates" "Elates ransonnettii"
"Animalia" "Chordata" "Actinopteri" "Myctophiformes" "Myctophidae" "Electrona" "Electrona risso"
"Animalia" "Chordata" "Actinopteri" "Gobiiformes" "Eleotridae" "Eleotris" "Eleotris senegalensis"
"Animalia" "Chordata" "Actinopteri" "Gobiiformes" "Eleotridae" "Eleotris" "Eleotris vittata"
"Animalia" "Chordata" "Actinopteri" "Elopiformes" "Elopidae" "Elops" "Elops lacerta"
"Animalia" "Chordata" "Actinopteri" "Elopiformes" "Elopidae" "Elops" "Elops senegalensis"
"Animalia" "Chordata" "Actinopteri" "Anguilliformes" "Muraenidae" "Enchelycore" "Enchelycore anatina"
"Animalia" "Chordata" "Actinopteri" "Anguilliformes" "Muraenidae" "Enchelycore" "Enchelycore nigricans"
"Animalia" "Chordata" "Actinopteri" "Gadiformes" "Lotidae" "Enchelyopus" "Enchelyopus cimbrius"
"Animalia" "Chordata" "Actinopteri" "Clupeiformes" "Engraulidae" "Encrasicholina" "Encrasicholina gloria"
"Animalia" "Chordata" "Actinopteri" "Clupeiformes" "Engraulidae" "Engraulis" "Engraulis albidus"
"Animalia" "Chordata" "Actinopteri" "Clupeiformes" "Engraulidae" "Engraulis" "Engraulis encrasicolus"
"Animalia" "Chordata" "Actinopteri" "Syngnathiformes" "Syngnathidae" "Entelurus" "Entelurus aequoreus"
"Animalia" "Chordata" "Actinopteri" "Blenniiformes" "Blenniidae" "Entomacrodus" "Entomacrodus cadenati"
"Animalia" "Chordata" "Actinopteri" "Tetraodontiformes" "Tetraodontidae" "Ephippion" "Ephippion guttifer"
"Animalia" "Chordata" "Actinopteri" "Acanthuriformes" "Ephippidae" "Ephippus" "Ephippus goreensis"
"Animalia" "Chordata" "Actinopteri" "Acropomatiformes" "Epigonidae" "Epigonus" "Epigonus constanciae"
"Animalia" "Chordata" "Actinopteri" "Acropomatiformes" "Epigonidae" "Epigonus" "Epigonus denticulatus"
"Animalia" "Chordata" "Actinopteri" "Acropomatiformes" "Epigonidae" "Epigonus" "Epigonus pandionis"
"Animalia" "Chordata" "Actinopteri" "Acropomatiformes" "Epigonidae" "Epigonus" "Epigonus telescopus"
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Serranidae" "Epinephelus" "Epinephelus aeneus"
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Serranidae" "Epinephelus" "Epinephelus caninus"
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Serranidae" "Epinephelus" "Epinephelus coioides"
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Serranidae" "Epinephelus" "Epinephelus costae"
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Serranidae" "Epinephelus" "Epinephelus goreensis"
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Serranidae" "Epinephelus" "Epinephelus itajara"
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Serranidae" "Epinephelus" "Epinephelus malabaricus"
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Serranidae" "Epinephelus" "Epinephelus marginatus"
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Serranidae" "Epinephelus" "Epinephelus tauvina"
"Animalia" "Chordata" "Actinopteri" "Acanthuriformes" "Leiognathidae" "Equulites" "Equulites klunzingeri"
"Animalia" "Chordata" "Actinopteri" "Gadiformes" "Moridae" "Eretmophorus" "Eretmophorus kleinenbergi"
"Animalia" "Chordata" "Actinopteri" "Eupercaria" "Emmelichthyidae" "Erythrocles" "Erythrocles monodi"
"Animalia" "Chordata" "Actinopteri" "Esociformes" "Esocidae" "Esox" "Esox lucius"
"Animalia" "Chordata" "Actinopteri" "Clupeiformes" "Clupeidae" "Ethmalosa" "Ethmalosa fimbriata"
"Animalia" "Chordata" "Elasmobranchii" "Squaliformes" "Etmopteridae" "Etmopterus" "Etmopterus polli"
"Animalia" "Chordata" "Elasmobranchii" "Squaliformes" "Etmopteridae" "Etmopterus" "Etmopterus princeps"
"Animalia" "Chordata" "Elasmobranchii" "Squaliformes" "Etmopteridae" "Etmopterus" "Etmopterus pusillus"
"Animalia" "Chordata" "Elasmobranchii" "Squaliformes" "Etmopteridae" "Etmopterus" "Etmopterus spinax"
"Animalia" "Chordata" "Actinopteri" "Clupeiformes" "Dussumieriidae" "Etrumeus" "Etrumeus golanii"
"Animalia" "Chordata" "Actinopteri" "Clupeiformes" "Dussumieriidae" "Etrumeus" "Etrumeus sadina"
"Animalia" "Chordata" "Actinopteri" "Eupercaria" "Gerreidae" "Eucinostomus" "Eucinostomus melanopterus"
"Animalia" "Chordata" "Actinopteri" "Beloniformes" "Hemiramphidae" "Euleptorhamphus" "Euleptorhamphus velox"
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Cyclopteridae" "Eumicrotremus" "Eumicrotremus derjugini"
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Cyclopteridae" "Eumicrotremus" "Eumicrotremus spinosus"
"Animalia" "Chordata" "Actinopteri" "Saccopharyngiformes" "Eurypharyngidae" "Eurypharynx" "Eurypharynx pelecanoides"
"Animalia" "Chordata" "Actinopteri" "Stomiiformes" "Stomiidae" "Eustomias" "Eustomias achirus"
"Animalia" "Chordata" "Actinopteri" "Stomiiformes" "Stomiidae" "Eustomias" "Eustomias bimargaritatus"
"Animalia" "Chordata" "Actinopteri" "Stomiiformes" "Stomiidae" "Eustomias" "Eustomias dendriticus"
"Animalia" "Chordata" "Actinopteri" "Stomiiformes" "Stomiidae" "Eustomias" "Eustomias enbarbatus"
"Animalia" "Chordata" "Actinopteri" "Stomiiformes" "Stomiidae" "Eustomias" "Eustomias filifer"
"Animalia" "Chordata" "Actinopteri" "Stomiiformes" "Stomiidae" "Eustomias" "Eustomias fissibarbis"
"Animalia" "Chordata" "Actinopteri" "Stomiiformes" "Stomiidae" "Eustomias" "Eustomias lipochirus"
"Animalia" "Chordata" "Actinopteri" "Stomiiformes" "Stomiidae" "Eustomias" "Eustomias longibarba"
"Animalia" "Chordata" "Actinopteri" "Stomiiformes" "Stomiidae" "Eustomias" "Eustomias macronema"
"Animalia" "Chordata" "Actinopteri" "Stomiiformes" "Stomiidae" "Eustomias" "Eustomias melanonema"
"Animalia" "Chordata" "Actinopteri" "Stomiiformes" "Stomiidae" "Eustomias" "Eustomias melanostigma"
"Animalia" "Chordata" "Actinopteri" "Stomiiformes" "Stomiidae" "Eustomias" "Eustomias obscurus"
"Animalia" "Chordata" "Actinopteri" "Stomiiformes" "Stomiidae" "Eustomias" "Eustomias patulus"
"Animalia" "Chordata" "Actinopteri" "Stomiiformes" "Stomiidae" "Eustomias" "Eustomias schmidti"
"Animalia" "Chordata" "Actinopteri" "Stomiiformes" "Stomiidae" "Eustomias" "Eustomias simplex"
"Animalia" "Chordata" "Actinopteri" "Stomiiformes" "Stomiidae" "Eustomias" "Eustomias tetranema"
"Animalia" "Chordata" "Actinopteri" "Stomiiformes" "Stomiidae" "Eustomias" "Eustomias triramis"
"Animalia" "Chordata" "Actinopteri" "Beryciformes" "Cetomimidae" "Eutaeniophorus" "Eutaeniophorus festivus"
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Liparidae" "Eutelichthys" "Eutelichthys leptochirus"
"Animalia" "Chordata" "Actinopteri" "Scombriformes" "Scombridae" "Euthynnus" "Euthynnus alletteratus"
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Triglidae" "Eutrigla" "Eutrigla gurnardus"
"Animalia" "Chordata" "Actinopteri" "Aulopiformes" "Evermannellidae" "Evermannella" "Evermannella balbo"
"Animalia" "Chordata" "Actinopteri" "Eupercaria" "Sparidae" "Evynnis" "Evynnis ehrenbergii"
"Animalia" "Chordata" "Actinopteri" "Beloniformes" "Exocoetidae" "Exocoetus" "Exocoetus obtusirostris"
"Animalia" "Chordata" "Actinopteri" "Beloniformes" "Exocoetidae" "Exocoetus" "Exocoetus volitans"
"Animalia" "Chordata" "Actinopteri" "Anguilliformes" "Nettastomatidae" "Facciolella" "Facciolella oxyrhyncha"
"Animalia" "Chordata" "Actinopteri" "Gobiiformes" "Gobiidae" "Favonigobius" "Favonigobius melanobranchus"
"Animalia" "Chordata" "Actinopteri" "Syngnathiformes" "Fistulariidae" "Fistularia" "Fistularia commersonii"
"Animalia" "Chordata" "Actinopteri" "Syngnathiformes" "Fistulariidae" "Fistularia" "Fistularia petimba"
"Animalia" "Chordata" "Actinopteri" "Syngnathiformes" "Fistulariidae" "Fistularia" "Fistularia tabacaria"
"Animalia" "Chordata" "Actinopteri" "Stomiiformes" "Stomiidae" "Flagellostomias" "Flagellostomias boureei"
"Animalia" "Chordata" "Actinopteri" "Beloniformes" "Exocoetidae" "Fodiator" "Fodiator acutus"
"Animalia" "Chordata" "Elasmobranchii" "Myliobatiformes" "Dasyatidae" "Fontitrygon" "Fontitrygon margarita"
"Animalia" "Chordata" "Elasmobranchii" "Myliobatiformes" "Dasyatidae" "Fontitrygon" "Fontitrygon margaritella"
"Animalia" "Chordata" "Actinopteri" "Lophiiformes" "Antennariidae" "Fowlerichthys" "Fowlerichthys radiosus"
"Animalia" "Chordata" "Actinopteri" "Lophiiformes" "Antennariidae" "Fowlerichthys" "Fowlerichthys senegalensis"
"Animalia" "Chordata" "Actinopteri" "Cyprinodontiformes" "Fundulidae" "Fundulus" "Fundulus heteroclitus"
"Animalia" "Chordata" "Actinopteri" "Gadiformes" "Moridae" "Gadella" "Gadella imberbis"
"Animalia" "Chordata" "Actinopteri" "Gadiformes" "Moridae" "Gadella" "Gadella maraldi"
"Animalia" "Chordata" "Actinopteri" "Gadiformes" "Gadidae" "Gadiculus" "Gadiculus argenteus"
"Animalia" "Chordata" "Actinopteri" "Gadiformes" "Gadidae" "Gadiculus" "Gadiculus thori"
"Animalia" "Chordata" "Actinopteri" "Gadiformes" "Macrouridae" "Gadomus" "Gadomus arcuatus"
"Animalia" "Chordata" "Actinopteri" "Gadiformes" "Macrouridae" "Gadomus" "Gadomus dispar"
"Animalia" "Chordata" "Actinopteri" "Gadiformes" "Macrouridae" "Gadomus" "Gadomus longifilis"
"Animalia" "Chordata" "Actinopteri" "Gadiformes" "Gadidae" "Gadus" "Gadus macrocephalus"
"Animalia" "Chordata" "Actinopteri" "Gadiformes" "Gadidae" "Gadus" "Gadus morhua"
"Animalia" "Chordata" "Actinopteri" "Gadiformes" "Lotidae" "Gaidropsarus" "Gaidropsarus argentatus"
"Animalia" "Chordata" "Actinopteri" "Gadiformes" "Lotidae" "Gaidropsarus" "Gaidropsarus biscayensis"
"Animalia" "Chordata" "Actinopteri" "Gadiformes" "Lotidae" "Gaidropsarus" "Gaidropsarus ensis"
"Animalia" "Chordata" "Actinopteri" "Gadiformes" "Lotidae" "Gaidropsarus" "Gaidropsarus granti"
"Animalia" "Chordata" "Actinopteri" "Gadiformes" "Lotidae" "Gaidropsarus" "Gaidropsarus guttatus"
"Animalia" "Chordata" "Actinopteri" "Gadiformes" "Lotidae" "Gaidropsarus" "Gaidropsarus macrophthalmus"
"Animalia" "Chordata" "Actinopteri" "Gadiformes" "Lotidae" "Gaidropsarus" "Gaidropsarus mediterraneus"
"Animalia" "Chordata" "Actinopteri" "Gadiformes" "Lotidae" "Gaidropsarus" "Gaidropsarus vulgaris"
"Animalia" "Chordata" "Elasmobranchii" "Carcharhiniformes" "Carcharhinidae" "Galeocerdo" "Galeocerdo cuvier"
"Animalia" "Chordata" "Actinopteri" "Carangaria" "Polynemidae" "Galeoides" "Galeoides decadactylus"
"Animalia" "Chordata" "Elasmobranchii" "Carcharhiniformes" "Triakidae" "Galeorhinus" "Galeorhinus galeus"
"Animalia" "Chordata" "Elasmobranchii" "Carcharhiniformes" "Pentanchidae" "Galeus" "Galeus atlanticus"
"Animalia" "Chordata" "Elasmobranchii" "Carcharhiniformes" "Pentanchidae" "Galeus" "Galeus melastomus"
"Animalia" "Chordata" "Elasmobranchii" "Carcharhiniformes" "Pentanchidae" "Galeus" "Galeus murinus"
"Animalia" "Chordata" "Elasmobranchii" "Carcharhiniformes" "Pentanchidae" "Galeus" "Galeus polli"
