"Kingdom" "Phylum" "Class_Gigaclass" "Order" "Family" "Genus" "Species_Name"
"Animalia" "Chordata" "Actinopteri" "Ophidiiformes" "Ophidiidae" "Lamprogrammus" "Lamprogrammus shcherbachevi"
"Animalia" "Chordata" "Actinopteri" "Eupercaria" "Labridae" "Lappanella" "Lappanella fasciata"
"Animalia" "Chordata" "Actinopteri" "Lophiiformes" "Thaumatichthyidae" "Lasiognathus" "Lasiognathus beebei"
"Animalia" "Chordata" "Actinopteri" "Lophiiformes" "Thaumatichthyidae" "Lasiognathus" "Lasiognathus saccostoma"
"Animalia" "Chordata" "Actinopteri" "Gobiiformes" "Gobiidae" "Lebetus" "Lebetus guilleti"
"Animalia" "Chordata" "Actinopteri" "Gobiiformes" "Gobiidae" "Lebetus" "Lebetus scorpioides"
"Animalia" "Chordata" "Actinopteri" "Gobiesociformes" "Gobiesocidae" "Lepadogaster" "Lepadogaster candolii"
"Animalia" "Chordata" "Actinopteri" "Gobiesociformes" "Gobiesocidae" "Lepadogaster" "Lepadogaster lepadogaster"
"Animalia" "Chordata" "Actinopteri" "Gobiesociformes" "Gobiesocidae" "Lepadogaster" "Lepadogaster purpurea"
"Animalia" "Chordata" "Actinopteri" "Gadiformes" "Moridae" "Lepidion" "Lepidion eques"
"Animalia" "Chordata" "Actinopteri" "Gadiformes" "Moridae" "Lepidion" "Lepidion guentheri"
"Animalia" "Chordata" "Actinopteri" "Gadiformes" "Moridae" "Lepidion" "Lepidion lepidion"
"Animalia" "Chordata" "Actinopteri" "Scombriformes" "Gempylidae" "Lepidocybium" "Lepidocybium flavobrunneum"
"Animalia" "Chordata" "Actinopteri" "Myctophiformes" "Myctophidae" "Lepidophanes" "Lepidophanes gaussi"
"Animalia" "Chordata" "Actinopteri" "Myctophiformes" "Myctophidae" "Lepidophanes" "Lepidophanes guentheri"
"Animalia" "Chordata" "Actinopteri" "Scombriformes" "Trichiuridae" "Lepidopus" "Lepidopus caudatus"
"Animalia" "Chordata" "Actinopteri" "Pleuronectiformes" "Scophthalmidae" "Lepidorhombus" "Lepidorhombus boscii"
"Animalia" "Chordata" "Actinopteri" "Pleuronectiformes" "Scophthalmidae" "Lepidorhombus" "Lepidorhombus whiffiagonis"
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Triglidae" "Lepidotrigla" "Lepidotrigla cadmani"
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Triglidae" "Lepidotrigla" "Lepidotrigla carolae"
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Triglidae" "Lepidotrigla" "Lepidotrigla cavillone"
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Triglidae" "Lepidotrigla" "Lepidotrigla dieuzeidei"
"Animalia" "Chordata" "Actinopteri" "Centrarchiformes" "Centrarchidae" "Lepomis" "Lepomis gibbosus"
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Agonidae" "Leptagonus" "Leptagonus decagonus"
"Animalia" "Chordata" "Elasmobranchii" "Carcharhiniformes" "Leptochariidae" "Leptocharias" "Leptocharias smithii"
"Animalia" "Chordata" "Actinopteri" "Osmeriformes" "Leptochilichthyidae" "Leptochilichthys" "Leptochilichthys agassizii"
"Animalia" "Chordata" "Actinopteri" "Osmeriformes" "Leptochilichthyidae" "Leptochilichthys" "Leptochilichthys pinguis"
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Stichaeidae" "Leptoclinus" "Leptoclinus maculatus"
"Animalia" "Chordata" "Actinopteri" "Alepocephaliformes" "Alepocephalidae" "Leptoderma" "Leptoderma macrops"
"Animalia" "Chordata" "Actinopteri" "Stomiiformes" "Stomiidae" "Leptostomias" "Leptostomias gladiator"
"Animalia" "Chordata" "Actinopteri" "Stomiiformes" "Stomiidae" "Leptostomias" "Leptostomias gracilis"
"Animalia" "Chordata" "Actinopteri" "Stomiiformes" "Stomiidae" "Leptostomias" "Leptostomias haplocaulus"
"Animalia" "Chordata" "Actinopteri" "Stomiiformes" "Stomiidae" "Leptostomias" "Leptostomias longibarba"
"Animalia" "Chordata" "Actinopteri" "Aulopiformes" "Paralepididae" "Lestidiops" "Lestidiops affinis"
"Animalia" "Chordata" "Actinopteri" "Aulopiformes" "Paralepididae" "Lestidiops" "Lestidiops cadenati"
"Animalia" "Chordata" "Actinopteri" "Aulopiformes" "Paralepididae" "Lestidiops" "Lestidiops jayakari"
"Animalia" "Chordata" "Actinopteri" "Aulopiformes" "Paralepididae" "Lestidiops" "Lestidiops pseudosphyraenoides"
"Animalia" "Chordata" "Actinopteri" "Aulopiformes" "Paralepididae" "Lestidiops" "Lestidiops sphyrenoides"
"Animalia" "Chordata" "Actinopteri" "Aulopiformes" "Paralepididae" "Lestidium" "Lestidium atlanticum"
"Animalia" "Chordata" "Actinopteri" "Aulopiformes" "Paralepididae" "Lestrolepis" "Lestrolepis intermedia"
"Animalia" "Chordata" "Actinopteri" "Gobiiformes" "Gobiidae" "Lesueurigobius" "Lesueurigobius friesii"
"Animalia" "Chordata" "Actinopteri" "Gobiiformes" "Gobiidae" "Lesueurigobius" "Lesueurigobius heterofasciatus"
"Animalia" "Chordata" "Actinopteri" "Gobiiformes" "Gobiidae" "Lesueurigobius" "Lesueurigobius sanzi"
"Animalia" "Chordata" "Actinopteri" "Gobiiformes" "Gobiidae" "Lesueurigobius" "Lesueurigobius suerii"
"Animalia" "Chordata" "Petromyzonti" "Petromyzontiformes" "Petromyzontidae" "Lethenteron" "Lethenteron camtschaticum"
"Animalia" "Chordata" "Actinopteri" "Eupercaria" "Lethrinidae" "Lethrinus" "Lethrinus atlanticus"
"Animalia" "Chordata" "Actinopteri" "Cypriniformes" "Cyprinidae" "Leucaspius" "Leucaspius delineatus"
"Animalia" "Chordata" "Actinopteri" "Cypriniformes" "Cyprinidae" "Leuciscus" "Leuciscus aspius"
"Animalia" "Chordata" "Actinopteri" "Cypriniformes" "Cyprinidae" "Leuciscus" "Leuciscus idus"
"Animalia" "Chordata" "Actinopteri" "Cypriniformes" "Cyprinidae" "Leuciscus" "Leuciscus leuciscus"
"Animalia" "Chordata" "Elasmobranchii" "Rajiformes" "Rajidae" "Leucoraja" "Leucoraja circularis"
"Animalia" "Chordata" "Elasmobranchii" "Rajiformes" "Rajidae" "Leucoraja" "Leucoraja fullonica"
"Animalia" "Chordata" "Elasmobranchii" "Rajiformes" "Rajidae" "Leucoraja" "Leucoraja leucosticta"
"Animalia" "Chordata" "Elasmobranchii" "Rajiformes" "Rajidae" "Leucoraja" "Leucoraja melitensis"
"Animalia" "Chordata" "Elasmobranchii" "Rajiformes" "Rajidae" "Leucoraja" "Leucoraja naevus"
"Animalia" "Chordata" "Actinopteri" "Carangiformes" "Carangidae" "Lichia" "Lichia amia"
"Animalia" "Chordata" "Actinopteri" "Pleuronectiformes" "Pleuronectidae" "Limanda" "Limanda limanda"
"Animalia" "Chordata" "Actinopteri" "Lophiiformes" "Linophrynidae" "Linophryne" "Linophryne arborifera"
"Animalia" "Chordata" "Actinopteri" "Lophiiformes" "Linophrynidae" "Linophryne" "Linophryne arcturi"
"Animalia" "Chordata" "Actinopteri" "Lophiiformes" "Linophrynidae" "Linophryne" "Linophryne brevibarbata"
"Animalia" "Chordata" "Actinopteri" "Lophiiformes" "Linophrynidae" "Linophryne" "Linophryne lucifer"
"Animalia" "Chordata" "Actinopteri" "Lophiiformes" "Linophrynidae" "Linophryne" "Linophryne maderensis"
"Animalia" "Chordata" "Actinopteri" "Lophiiformes" "Linophrynidae" "Linophryne" "Linophryne pennibarbata"
"Animalia" "Chordata" "Actinopteri" "Lophiiformes" "Linophrynidae" "Linophryne" "Linophryne polypogon"
"Animalia" "Chordata" "Actinopteri" "Lophiiformes" "Linophrynidae" "Linophryne" "Linophryne sexfilis"
"Animalia" "Chordata" "Actinopteri" "Pleuronectiformes" "Pleuronectidae" "Liopsetta" "Liopsetta glacialis"
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Liparidae" "Liparis" "Liparis barbatus"
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Liparidae" "Liparis" "Liparis bathyarcticus"
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Liparidae" "Liparis" "Liparis fabricii"
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Liparidae" "Liparis" "Liparis gibbus"
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Liparidae" "Liparis" "Liparis liparis"
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Liparidae" "Liparis" "Liparis montagui"
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Liparidae" "Liparis" "Liparis tunicatus"
"Animalia" "Chordata" "Actinopteri" "Blenniiformes" "Blenniidae" "Lipophrys" "Lipophrys pholis"
"Animalia" "Chordata" "Actinopteri" "Blenniiformes" "Blenniidae" "Lipophrys" "Lipophrys trigloides"
"Animalia" "Chordata" "Actinopteri" "Eupercaria" "Sparidae" "Lithognathus" "Lithognathus mormyrus"
"Animalia" "Chordata" "Actinopteri" "Mugiliformes" "Mugilidae" "Liza" "Liza carinata"
"Animalia" "Chordata" "Actinopteri" "Myctophiformes" "Myctophidae" "Lobianchia" "Lobianchia dofleini"
"Animalia" "Chordata" "Actinopteri" "Myctophiformes" "Myctophidae" "Lobianchia" "Lobianchia gemellarii"
"Animalia" "Chordata" "Actinopteri" "Acanthuriformes" "Lobotidae" "Lobotes" "Lobotes surinamensis"
"Animalia" "Chordata" "Actinopteri" "Lophiiformes" "Lophiidae" "Lophiodes" "Lophiodes kempi"
"Animalia" "Chordata" "Actinopteri" "Lophiiformes" "Lophiidae" "Lophius" "Lophius budegassa"
"Animalia" "Chordata" "Actinopteri" "Lophiiformes" "Lophiidae" "Lophius" "Lophius piscatorius"
"Animalia" "Chordata" "Actinopteri" "Lophiiformes" "Lophiidae" "Lophius" "Lophius vaillanti"
"Animalia" "Chordata" "Actinopteri" "Lampriformes" "Lophotidae" "Lophotus" "Lophotus lacepede"
"Animalia" "Chordata" "Actinopteri" "Gadiformes" "Lotidae" "Lota" "Lota lota"
"Animalia" "Chordata" "Actinopteri" "Myctophiformes" "Myctophidae" "Loweina" "Loweina rara"
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Stichaeidae" "Lumpenus" "Lumpenus fabricii"
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Stichaeidae" "Lumpenus" "Lumpenus lampretaeformis"
"Animalia" "Chordata" "Actinopteri" "Eupercaria" "Lutjanidae" "Lutjanus" "Lutjanus agennes"
"Animalia" "Chordata" "Actinopteri" "Eupercaria" "Lutjanidae" "Lutjanus" "Lutjanus argentimaculatus"
"Animalia" "Chordata" "Actinopteri" "Eupercaria" "Lutjanidae" "Lutjanus" "Lutjanus dentatus"
"Animalia" "Chordata" "Actinopteri" "Eupercaria" "Lutjanidae" "Lutjanus" "Lutjanus fulgens"
"Animalia" "Chordata" "Actinopteri" "Eupercaria" "Lutjanidae" "Lutjanus" "Lutjanus goreensis"
"Animalia" "Chordata" "Actinopteri" "Eupercaria" "Lutjanidae" "Lutjanus" "Lutjanus jocu"
"Animalia" "Chordata" "Actinopteri" "Acanthuriformes" "Luvaridae" "Luvarus" "Luvarus imperialis"
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Zoarcidae" "Lycenchelys" "Lycenchelys alba"
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Zoarcidae" "Lycenchelys" "Lycenchelys kolthoffi"
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Zoarcidae" "Lycenchelys" "Lycenchelys muraena"
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Zoarcidae" "Lycenchelys" "Lycenchelys sarsii"
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Zoarcidae" "Lycodes" "Lycodes adolfi"
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Zoarcidae" "Lycodes" "Lycodes esmarkii"
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Zoarcidae" "Lycodes" "Lycodes eudipleurostictus"
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Zoarcidae" "Lycodes" "Lycodes frigidus"
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Zoarcidae" "Lycodes" "Lycodes gracilis"
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Zoarcidae" "Lycodes" "Lycodes luetkenii"
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Zoarcidae" "Lycodes" "Lycodes paamiuti"
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Zoarcidae" "Lycodes" "Lycodes pallidus"
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Zoarcidae" "Lycodes" "Lycodes polaris"
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Zoarcidae" "Lycodes" "Lycodes reticulatus"
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Zoarcidae" "Lycodes" "Lycodes rossi"
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Zoarcidae" "Lycodes" "Lycodes seminudus"
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Zoarcidae" "Lycodes" "Lycodes squamiventer"
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Zoarcidae" "Lycodes" "Lycodes terraenovae"
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Zoarcidae" "Lycodes" "Lycodes vahlii"
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Zoarcidae" "Lycodonus" "Lycodonus flagellicauda"
"Animalia" "Chordata" "Actinopteri" "Gadiformes" "Merlucciidae" "Lyconus" "Lyconus brachycolus"
"Animalia" "Chordata" "Actinopteri" "Aulopiformes" "Paralepididae" "Macroparalepis" "Macroparalepis nigra"
"Animalia" "Chordata" "Actinopteri" "Syngnathiformes" "Centriscidae" "Macroramphosus" "Macroramphosus scolopax"
"Animalia" "Chordata" "Actinopteri" "Gadiformes" "Macrouridae" "Macrourus" "Macrourus berglax"
"Animalia" "Chordata" "Actinopteri" "Aulopiformes" "Paralepididae" "Magnisudis" "Magnisudis atlantica"
"Animalia" "Chordata" "Actinopteri" "Carangiformes" "Istiophoridae" "Makaira" "Makaira nigricans"
"Animalia" "Chordata" "Actinopteri" "Gadiformes" "Macrouridae" "Malacocephalus" "Malacocephalus laevis"
"Animalia" "Chordata" "Actinopteri" "Gadiformes" "Macrouridae" "Malacocephalus" "Malacocephalus occidentalis"
"Animalia" "Chordata" "Actinopteri" "Blenniiformes" "Labrisomidae" "Malacoctenus" "Malacoctenus africanus"
"Animalia" "Chordata" "Elasmobranchii" "Rajiformes" "Rajidae" "Malacoraja" "Malacoraja kreffti"
"Animalia" "Chordata" "Elasmobranchii" "Rajiformes" "Rajidae" "Malacoraja" "Malacoraja spinacidermis"
"Animalia" "Chordata" "Actinopteri" "Stomiiformes" "Stomiidae" "Malacosteus" "Malacosteus niger"
"Animalia" "Chordata" "Actinopteri" "Osmeriformes" "Osmeridae" "Mallotus" "Mallotus villosus"
"Animalia" "Chordata" "Actinopteri" "Stomiiformes" "Gonostomatidae" "Manducus" "Manducus maderensis"
"Animalia" "Chordata" "Actinopteri" "Stomiiformes" "Gonostomatidae" "Margrethia" "Margrethia obtusirostra"
"Animalia" "Chordata" "Actinopteri" "Tetraodontiformes" "Molidae" "Masturus" "Masturus lanceolatus"
"Animalia" "Chordata" "Actinopteri" "Gobiiformes" "Gobiidae" "Mauligobius" "Mauligobius maderensis"
"Animalia" "Chordata" "Actinopteri" "Gobiiformes" "Gobiidae" "Mauligobius" "Mauligobius nigri"
"Animalia" "Chordata" "Actinopteri" "Alepocephaliformes" "Platytroctidae" "Maulisia" "Maulisia argipalla"
"Animalia" "Chordata" "Actinopteri" "Alepocephaliformes" "Platytroctidae" "Maulisia" "Maulisia mauli"
"Animalia" "Chordata" "Actinopteri" "Alepocephaliformes" "Platytroctidae" "Maulisia" "Maulisia microlepis"
"Animalia" "Chordata" "Actinopteri" "Stomiiformes" "Sternoptychidae" "Maurolicus" "Maurolicus muelleri"
"Animalia" "Chordata" "Elasmobranchii" "Lamniformes" "Megachasmidae" "Megachasma" "Megachasma pelagios"
"Animalia" "Chordata" "Actinopteri" "Elopiformes" "Megalopidae" "Megalops" "Megalops atlanticus"
"Animalia" "Chordata" "Actinopteri" "Beryciformes" "Melamphaidae" "Melamphaes" "Melamphaes longivelis"
"Animalia" "Chordata" "Actinopteri" "Beryciformes" "Melamphaidae" "Melamphaes" "Melamphaes microps"
"Animalia" "Chordata" "Actinopteri" "Beryciformes" "Melamphaidae" "Melamphaes" "Melamphaes simus"
"Animalia" "Chordata" "Actinopteri" "Beryciformes" "Melamphaidae" "Melamphaes" "Melamphaes suborbitalis"
"Animalia" "Chordata" "Actinopteri" "Beryciformes" "Melamphaidae" "Melamphaes" "Melamphaes typhlops"
"Animalia" "Chordata" "Actinopteri" "Lophiiformes" "Melanocetidae" "Melanocetus" "Melanocetus johnsonii"
"Animalia" "Chordata" "Actinopteri" "Gadiformes" "Gadidae" "Melanogrammus" "Melanogrammus aeglefinus"
"Animalia" "Chordata" "Actinopteri" "Argentiniformes" "Bathylagidae" "Melanolagus" "Melanolagus bericoides"
"Animalia" "Chordata" "Actinopteri" "Gadiformes" "Melanonidae" "Melanonus" "Melanonus zugmayeri"
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Zoarcidae" "Melanostigma" "Melanostigma atlanticum"
"Animalia" "Chordata" "Actinopteri" "Stomiiformes" "Stomiidae" "Melanostomias" "Melanostomias bartonbeani"
"Animalia" "Chordata" "Actinopteri" "Stomiiformes" "Stomiidae" "Melanostomias" "Melanostomias biseriatus"
"Animalia" "Chordata" "Actinopteri" "Stomiiformes" "Stomiidae" "Melanostomias" "Melanostomias macrophotus"
"Animalia" "Chordata" "Actinopteri" "Stomiiformes" "Stomiidae" "Melanostomias" "Melanostomias melanopogon"
"Animalia" "Chordata" "Actinopteri" "Stomiiformes" "Stomiidae" "Melanostomias" "Melanostomias melanops"
"Animalia" "Chordata" "Actinopteri" "Stomiiformes" "Stomiidae" "Melanostomias" "Melanostomias tentaculatus"
"Animalia" "Chordata" "Actinopteri" "Stomiiformes" "Stomiidae" "Melanostomias" "Melanostomias valdiviae"
"Animalia" "Chordata" "Actinopteri" "Tetraodontiformes" "Balistidae" "Melichthys" "Melichthys niger"
"Animalia" "Chordata" "Actinopteri" "Gadiformes" "Gadidae" "Merlangius" "Merlangius merlangus"
"Animalia" "Chordata" "Actinopteri" "Gadiformes" "Merlucciidae" "Merluccius" "Merluccius merluccius"
"Animalia" "Chordata" "Actinopteri" "Gadiformes" "Merlucciidae" "Merluccius" "Merluccius polli"
"Animalia" "Chordata" "Actinopteri" "Gadiformes" "Merlucciidae" "Merluccius" "Merluccius senegalensis"
"Animalia" "Chordata" "Actinopteri" "Gobiiformes" "Gobiidae" "Mesogobius" "Mesogobius batrachocephalus"
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Cottidae" "Micrenophrys" "Micrenophrys lilljeborgii"
"Animalia" "Chordata" "Actinopteri" "Pleuronectiformes" "Soleidae" "Microchirus" "Microchirus azevia"
"Animalia" "Chordata" "Actinopteri" "Pleuronectiformes" "Soleidae" "Microchirus" "Microchirus boscanion"
"Animalia" "Chordata" "Actinopteri" "Pleuronectiformes" "Soleidae" "Microchirus" "Microchirus frechkopi"
"Animalia" "Chordata" "Actinopteri" "Pleuronectiformes" "Soleidae" "Microchirus" "Microchirus ocellatus"
"Animalia" "Chordata" "Actinopteri" "Pleuronectiformes" "Soleidae" "Microchirus" "Microchirus theophila"
"Animalia" "Chordata" "Actinopteri" "Pleuronectiformes" "Soleidae" "Microchirus" "Microchirus variegatus"
"Animalia" "Chordata" "Actinopteri" "Pleuronectiformes" "Soleidae" "Microchirus" "Microchirus wittei"
"Animalia" "Chordata" "Actinopteri" "Acropomatiformes" "Epigonidae" "Microichthys" "Microichthys coccoi"
"Animalia" "Chordata" "Actinopteri" "Acropomatiformes" "Epigonidae" "Microichthys" "Microichthys sanzoi"
"Animalia" "Chordata" "Actinopteri" "Blenniiformes" "Blenniidae" "Microlipophrys" "Microlipophrys adriaticus"
"Animalia" "Chordata" "Actinopteri" "Blenniiformes" "Blenniidae" "Microlipophrys" "Microlipophrys caboverdensis"
"Animalia" "Chordata" "Actinopteri" "Blenniiformes" "Blenniidae" "Microlipophrys" "Microlipophrys canevae"
"Animalia" "Chordata" "Actinopteri" "Blenniiformes" "Blenniidae" "Microlipophrys" "Microlipophrys dalmatinus"
"Animalia" "Chordata" "Actinopteri" "Blenniiformes" "Blenniidae" "Microlipophrys" "Microlipophrys nigriceps"
"Animalia" "Chordata" "Actinopteri" "Blenniiformes" "Blenniidae" "Microlipophrys" "Microlipophrys velifer"
"Animalia" "Chordata" "Actinopteri" "Gadiformes" "Gadidae" "Micromesistius" "Micromesistius poutassou"
"Animalia" "Chordata" "Actinopteri" "Syngnathiformes" "Syngnathidae" "Microphis" "Microphis aculeatus"
"Animalia" "Chordata" "Actinopteri" "Argentiniformes" "Microstomatidae" "Microstoma" "Microstoma microstoma"
"Animalia" "Chordata" "Actinopteri" "Pleuronectiformes" "Pleuronectidae" "Microstomus" "Microstomus kitt"
"Animalia" "Chordata" "Actinopteri" "Gobiiformes" "Gobiidae" "Millerigobius" "Millerigobius macrocephalus"
"Animalia" "Chordata" "Actinopteri" "Syngnathiformes" "Syngnathidae" "Minyichthys" "Minyichthys sentus"
"Animalia" "Chordata" "Actinopteri" "Beryciformes" "Cetomimidae" "Mirapinna" "Mirapinna esau"
"Animalia" "Chordata" "Actinopteri" "Alepocephaliformes" "Alepocephalidae" "Mirognathus" "Mirognathus normani"
"Animalia" "Chordata" "Actinopteri" "Cypriniformes" "Cobitidae" "Misgurnus" "Misgurnus fossilis"
"Animalia" "Chordata" "Elasmobranchii" "Lamniformes" "Mitsukurinidae" "Mitsukurina" "Mitsukurina owstoni"
"Animalia" "Chordata" "Elasmobranchii" "Myliobatiformes" "Myliobatidae" "Mobula" "Mobula birostris"
"Animalia" "Chordata" "Elasmobranchii" "Myliobatiformes" "Myliobatidae" "Mobula" "Mobula hypostoma"
"Animalia" "Chordata" "Elasmobranchii" "Myliobatiformes" "Myliobatidae" "Mobula" "Mobula mobular"
"Animalia" "Chordata" "Elasmobranchii" "Myliobatiformes" "Myliobatidae" "Mobula" "Mobula rochebrunei"
"Animalia" "Chordata" "Elasmobranchii" "Myliobatiformes" "Myliobatidae" "Mobula" "Mobula thurstoni"
"Animalia" "Chordata" "Actinopteri" "Tetraodontiformes" "Molidae" "Mola" "Mola mola"
"Animalia" "Chordata" "Actinopteri" "Gadiformes" "Lotidae" "Molva" "Molva dypterygia"
"Animalia" "Chordata" "Actinopteri" "Gadiformes" "Lotidae" "Molva" "Molva macrophthalma"
"Animalia" "Chordata" "Actinopteri" "Gadiformes" "Lotidae" "Molva" "Molva molva"
"Animalia" "Chordata" "Actinopteri" "Argentiniformes" "Opisthoproctidae" "Monacoa" "Monacoa grimaldii"
"Animalia" "Chordata" "Actinopteri" "Pleuronectiformes" "Soleidae" "Monochirus" "Monochirus hispidus"
"Animalia" "Chordata" "Actinopteri" "Eupercaria" "Monodactylidae" "Monodactylus" "Monodactylus sebae"
"Animalia" "Chordata" "Actinopteri" "Saccopharyngiformes" "Monognathidae" "Monognathus" "Monognathus boehlkei"
"Animalia" "Chordata" "Actinopteri" "Saccopharyngiformes" "Monognathidae" "Monognathus" "Monognathus herringi"
"Animalia" "Chordata" "Actinopteri" "Saccopharyngiformes" "Monognathidae" "Monognathus" "Monognathus taningi"
"Animalia" "Chordata" "Actinopteri" "Ophidiiformes" "Ophidiidae" "Monomitopus" "Monomitopus metriostoma"
"Animalia" "Chordata" "Actinopteri" "Eupercaria" "Lethrinidae" "Monotaxis" "Monotaxis grandoculis"
"Animalia" "Chordata" "Actinopteri" "Gadiformes" "Moridae" "Mora" "Mora moro"
"Animalia" "Chordata" "Actinopteri" "Mugiliformes" "Mugilidae" "Mugil" "Mugil bananensis"
"Animalia" "Chordata" "Actinopteri" "Mugiliformes" "Mugilidae" "Mugil" "Mugil capurrii"
"Animalia" "Chordata" "Actinopteri" "Mugiliformes" "Mugilidae" "Mugil" "Mugil cephalus"
"Animalia" "Chordata" "Actinopteri" "Mugiliformes" "Mugilidae" "Mugil" "Mugil curema"
"Animalia" "Chordata" "Actinopteri" "Mulliformes" "Mullidae" "Mulloidichthys" "Mulloidichthys martinicus"
"Animalia" "Chordata" "Actinopteri" "Mulliformes" "Mullidae" "Mullus" "Mullus barbatus"
"Animalia" "Chordata" "Actinopteri" "Mulliformes" "Mullidae" "Mullus" "Mullus surmuletus"
"Animalia" "Chordata" "Actinopteri" "Anguilliformes" "Muraenidae" "Muraena" "Muraena augusti"
"Animalia" "Chordata" "Actinopteri" "Anguilliformes" "Muraenidae" "Muraena" "Muraena helena"
"Animalia" "Chordata" "Actinopteri" "Anguilliformes" "Muraenidae" "Muraena" "Muraena melanotis"
"Animalia" "Chordata" "Actinopteri" "Anguilliformes" "Muraenidae" "Muraena" "Muraena robusta"
"Animalia" "Chordata" "Actinopteri" "Anguilliformes" "Muraenesocidae" "Muraenesox" "Muraenesox cinereus"
"Animalia" "Chordata" "Elasmobranchii" "Carcharhiniformes" "Triakidae" "Mustelus" "Mustelus asterias"
"Animalia" "Chordata" "Elasmobranchii" "Carcharhiniformes" "Triakidae" "Mustelus" "Mustelus mustelus"
"Animalia" "Chordata" "Elasmobranchii" "Carcharhiniformes" "Triakidae" "Mustelus" "Mustelus punctulatus"
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Serranidae" "Mycteroperca" "Mycteroperca fusca"
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Serranidae" "Mycteroperca" "Mycteroperca rubra"
"Animalia" "Chordata" "Actinopteri" "Myctophiformes" "Myctophidae" "Myctophum" "Myctophum affine"
"Animalia" "Chordata" "Actinopteri" "Myctophiformes" "Myctophidae" "Myctophum" "Myctophum asperum"
"Animalia" "Chordata" "Actinopteri" "Myctophiformes" "Myctophidae" "Myctophum" "Myctophum nitidulum"
"Animalia" "Chordata" "Actinopteri" "Myctophiformes" "Myctophidae" "Myctophum" "Myctophum obtusirostre"
"Animalia" "Chordata" "Actinopteri" "Myctophiformes" "Myctophidae" "Myctophum" "Myctophum punctatum"
"Animalia" "Chordata" "Actinopteri" "Myctophiformes" "Myctophidae" "Myctophum" "Myctophum selenops"
"Animalia" "Chordata" "Elasmobranchii" "Myliobatiformes" "Myliobatidae" "Myliobatis" "Myliobatis aquila"
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Cottidae" "Myoxocephalus" "Myoxocephalus quadricornis"
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Cottidae" "Myoxocephalus" "Myoxocephalus scorpioides"
"Animalia" "Chordata" "Actinopteri" "Perciformes" "Cottidae" "Myoxocephalus" "Myoxocephalus scorpius"
"Animalia" "Chordata" "Actinopteri" "Anguilliformes" "Ophichthidae" "Myrichthys" "Myrichthys pardalis"
"Animalia" "Chordata" "Actinopteri" "Holocentriformes" "Holocentridae" "Myripristis" "Myripristis jacobus"
"Animalia" "Chordata" "Actinopteri" "Anguilliformes" "Myrocongridae" "Myroconger" "Myroconger compressus"
"Animalia" "Chordata" "Actinopteri" "Anguilliformes" "Ophichthidae" "Myrophis" "Myrophis plumbeus"
"Animalia" "Chordata" "Actinopteri" "Anguilliformes" "Ophichthidae" "Mystriophis" "Mystriophis crosnieri"
"Animalia" "Chordata" "Actinopteri" "Anguilliformes" "Ophichthidae" "Mystriophis" "Mystriophis rostellatus"
"Animalia" "Chordata" "Myxini" "Myxiniformes" "Myxinidae" "Myxine" "Myxine glutinosa"
"Animalia" "Chordata" "Myxini" "Myxiniformes" "Myxinidae" "Myxine" "Myxine ios"
